word,sentence
نخودی,فاضل هاشمی ویژگی‌های این نسخۀ ارزشمند را که از نظر تاریخی و تذهیب دوره ایلخانی، فوق‌العاده نفیس است، برشمرد و گفت: این نسخه، دارای دو سرلوح کتیبه‌مانند مزیّن و مرصّع با نقش ترنج و سرترنج بازوبندی در زمینه لاجورد، جدول‌کشی به زر و کمندکشی، عناوین به شنگرف ولاجورد به نسخ سجلی دارای جلد تیماج قهوه‌ای زیباست که به خط نستعلیق ۲۵ سطری، کاغذ نخودی، با تعداد اوراق ۳۸۳ و در ابعاد ۱۴ در۲۱ سانتیمتر در قطع وزیری کتابت شده است
گماشتن,او اما دلیل این ترافیک را مبهم دانسته و راه حل آن را در گماشتن پلیس و مامور در محل معابر پرترافیک دانسته است
واداشتن,الجبیر  قطع روابط با قطر و تحریم‌های اقتصادی علیه این کشور را این گونه توجیه  کرد که این اقدامات برای واداشتن قطر به تغییر سیاستی است که به خود آن و  کشورهای منطقه ضرر می‌رساند
دریده,ارتش بزرگی از کارگران زحمت کش شهرداری در شب های داغ تابستان و سوز و سرمای زمستان حجم عظیم زباله ها را از سطح شهر جمع آوری می کنند تا صبح اثری از کیسه های سیاه، متورم و گاه دریده از پنجه موش و گربه ها در کوچه و خیابان ها نباشد
خز,در این فیلم که با اقتباس از رمانی با همین نام نوشته «دلفین دویگان» و با فیلمنامه مشترک از «پولانسکی» و «الیور آسایاس» ساخته شده، «امانوئل سنیه»، بازیگر فرانسوی که پیش از این سابقه همکاری با «پولانسکی» را در فیلم «ونوس در پوست خز» را دارد، در کنار «اوا گرین» نقش‌های اصلی را بر عهده دارند
پرکننده,دیده نمی شود و به تبع پرکننده این خلأ همین نیروی کار خارجی است که با زحمت و مشقت، نیاز موجود را تأمین می کند
گند,نفت، گند‌م، طلا، انبوه‌سازی، سینما و فوتبال گوشه‌هایی از تفریحات میلیون‌د‌لاری زنجانی هستند‌
کشدار,شادابی و لطافت پوست همراه با آرامش روحی ارمغان این 30 دقیقه برای شماست   دو قاشق غذا خوری آرد جو   دو قاشق چایخوری پودر نعناع   دو قاشق غذا خوری عسل   سه قاشق غذا خوری شیر   طرز تهیه و مصرف   عسل ،آرد جو و پودر نعناع را مخلوط نموده تا به صورت خمیر در آیدآنقدر شیر به مخلوط اضافه نماییدتا حالت کشدار پیدا کنداما خیلی روان نباشد   صورت و گردن را تمیز شسته،موها را عقب بزنید مواد را به صورت مالیده و مراقب زیر چشمان باشید
تمثیل,با اصول جمله بندی، ترکیبات و نوآوری ها، اشارات و کنایات شعری و تمثیل های زیرکانه برای رسانیدن پیام شاعرانه، آشنا باشد
بلندکردن,۰۵:۲۹ ادامه جستجو و آواربرداری در پلاسکو به رغم دود و آتش عملیات جستجو و آواربرداری در ضلع جنوبی ساختمان پلاسکو، در حالی ادامه  دارد که با وزش باد و بلندکردن آوار شعله‌های آتش زبانه می کشد
کوفتن,پشت دری‌ها به لگد کوفتن به در و دورتری‌ها به نعره ‏و فریاد «وا کن وا کن» برمى‏خاستند تا درها باز شده، روى هم ریخته، یکدیگر را لگدمال کرده و خود را به واگن‏ها و روى صندلی‌ها
ایین,به گزارش خبرگزاری بسیج از همدان سردار غلامعلی ابوحمزه در ایین تودیع و معارفه مدیر کانون بسیج فرهنگیان ناحیه یک همدان با اشاره به تاثیرگذاری و نقش زن مسلمان و انقلابی در خانواده و جامعه اظهار داشت: قبل از تقدیر از مدیر کانون باید خانواده ایشان را مورد تکریم قرار داد چرا که در این خصوص تاثیرگذار هستند
جابهجا,8 میلیون نفر درحومه تهران و بقیه مراکز کلان شهرها با این خطوط جابهجا شدند و امسال این رقم به 7 میلیون نفر می رسد و هدف ماجابه جایی 25 میلیون مسافر در سال با این خطوط ریلی است
پیچاندن,خودش ولی مشغول پیچاندن زرورقی است کنار آتش
نگاشتن,نگاشتن این گزارش رژیم تجاری هم حتی هیچ‌گونه تغییر و شوکی در قوانین کشور ایجاد نمی‌کند، بلکه چارچوب و شاکله قوانین فعلی را به اطلاع اعضای سازمان جهانی تجارت می‌رساند و پس از تشکیل گروه کاری الحاق، در جلسات اعضا بر بندهای این رژیم تمرکز کرده و برای شفاف‌سازی و بهبود آنها از دولت ایران تعهد می‌گیرند
سنجیدن,قوانین و مقررات و ساختار تجاری کشور یکی دیگر از موانع داخلی الحاق است که مسیر صحیح برای حل این معضل، سنجیدن تبعات الحاق برای هر بخش و درنظرگرفتن یک برنامه پنج تا ١� ساله برای آماده‌سازی آن بخش است
تمثیل,مقدم در نسخه اول نهنگ عنبر، زیر پوشش داستانی عاشقانه، هم نگاه خودش به تحولات اجتماعی کشور از دهه 40 تا دهه 90 را تصویر کرد و هم رابطه ایران و امریکا را با تمثیل در علاقه  شخصیت‌های ارژنگ و رویا به نمایش گذاشت
اوردن,که دنبارای اوردن ازیک مشت بی نماز قرطی صفت هستید
درخشیدن,مسجدجامعی روی 13 متوقف شد و چمران به 18  رسید و ریاست یکساله اصلاح‌طلبان بر شورا درحالی پایان یافت که  خوش‌درخشیدن یا ندرخشیدن آنان در دوره مسوولیت‌شان جای بحث جداگانه‌ای  دارد
اهنگ,من نوازنده پیانو و گیتار هستم و ساز تخصصی من گیتار هستش خیلی به گیم علاقه دارم خیلی من و دوستانم یک گروه موسیقی داریم که با ترکیب نرم افزار و ساز های زنده تشکیل شده و همه در یک منطقه زندگی هم می کنیم و دسترسی بهم داریم ، خیلی دوست دارم به دنیای گیم کمک کنم تا به حال گروه ما و خود من توی ساخت دو اهنگ برای صدا سیما دست داشتیم ،بنده خوشحال میشم کمکی به دوستان و افراد با استعداد کنم چون به نظر من یکی از نقطه ضعف های بازی های ایرانی موسیقی و صداگذاری هستش بنده خیلی به بازیسازان مستقل احترام می ذارم و در صورت وجود مشکل مالی به صورت رایگان در خدمتشون هستم البته اگر بازیشون مناسب باشه و دیگه ضعیف نباشه و ارزش وقت گذاری و عرضه داشته باشه برای بازیسازای گروهی هم پروژشون مناسب بود حتما کمک می کنم بنده حقیر هیچ ادعایی هم ندارم و فقط میخوام کمک کنم به یه سری استعداد ، دنبال جنبه مالی نیستم هر چند وجود دست مزد دلگرمیه خیلی عالیه
ایین,در ایین گشایش این رویداد، دکتر شاپور محمدی ومعاون اقتصادی وزیر امور اقتصادی و دارایی به سخنرانی پرداخت
امدن,با امدن رئیسی به انتخابات موافق نبودند اما فرصتی حاصل
درخشیدن,بر بازی و درخشیدن در کنار سوپراستارهای مرد آن دوران
