word,sentence
شتری,الف) به فرد داغ دیده مخصوصاً در مراحل نخست ، نصیحت نكنیم مثلا اینكه «این شتری هست كه در خانه همه می خوابه » یا اینكه « تو باید صبور باشی ، تو باید تكیه گاه باشی »
گستردن,اسراف به معنای تجاوز از حد و زیاده روی كردن، و عملی مخالف ساده زیستی و راهی برای گستردن دام های شیطان است
هییت,کد خبر: ۴۸۳۸۹   تاریخ انتشار: ۱۳۹۶/۰۴/۲۵ عضو هیات رییسه کمیسیون کشاورزی مجلس مطرح کرد: عضو هییت رییسه کمیسیون کشاورزی آب و منابع طبیعی مجلس
هییت,عضو هییت رییسه کمیسیون کشاورزی آب و منابع طبیعی مجلس
فکرکردن,در این حالت، از یک میان برِ مبتنی بر شباهت، به عنوان جانشینی برای فکرکردن دربارۀ احتمال یک پدیده استفاده می کنید (آیا وضعیت هوا شبیه وضعی است که احتمال می رود ببارد؟) - و این روش به طورکلی قاعدۀ خوبی است برای محاسبات سرانگشتی
فکرکردن,در این حالت، از یک میان‌برِ مبتنی بر شباهت، به‌عنوان جانشینی برای فکرکردن دربارۀ احتمال یک پدیده استفاده می‌کنید (آیا وضعیت هوا شبیه وضعی است که احتمال می‌رود ببارد؟) - و این روش به‌طورکلی قاعدۀ خوبی است برای محاسبات سرانگشتی
جداکردن,*جام جم - دیپلماسی  فعال دولت در روزهای پایانی سال - ویژه‌نامه نوروزی جام‌جم منتشر شد سفر در جاده  بهار همراه با جام‌جم - تعیین تکلیف استخدام‌های معوقه تا 4ماه آینده - ناهید  پورشبانان با کسب 2 مدال طلا، چهره نخست تیم کشورمان در ترکیه بود درخشش ووشو در  جهانی جوانان *کیهان - با آغاز همه‌پرسی جنجالی کریمه شکل گرفت سایه سنگین جنگ بر فراز  اوکراین - جانشین معاونت سرمایه انسانی رئیس جمهور: تعداد مدیران کشور بیش از حد  استاندارد است - با عقب‌نشینی میشل سلیمان و 14 مارس سلاح حزب‌الله در لبنان قانونی شد - بعدازظهر دیروز 107 نماینده نیامدند جلسه علنی مجلس تشکیل  نشد *تهران  امروز - دیپلماسی فرهنگی در دفاع از چهره ایران و اسلام - خنثی  سازی خرابكاری هسته‌ای در اراك - انتقاد عبدالرضا داوری از تحقیر احمدی نژاد  توسط اكبر تركان در گفت‌و‌گو با تهران‌امروز احمدی‌نژاد برنامه‌ای برای انتخابات  ندارد - باز هم هشدار درباره افزایش مصرف سیگار و قلیان 5/2میلیون نفر در روز  قلیان می‌كشند *ایران - گزارش  ایران از خرید و فروش محصولات فناوری در پایان زمستان کسادی بازار آی‌تی درآستانه  سال نو - صفحات ویژه ایران در استقبال از بهار تب و تاب نوروز از سینما تا  خیابان - صادرات نفت ایران در مرز یک‌میلیون و 400 هزاربشکه - با استقبال  مردم در تالار وحدت برگزار شد جشن رنگ‌ها و طرح‌ها جشنواره مد و لباس *وطن امروز -  ثبت‌نام مجدد برای دریافت یارانه از 20 فروردین93 آغاز می‌شود جزئیات  خوداظهاری - گفت‌وگوی «وطن‌امروز» با رامین رحیمی کارشناس پخش در حوزه بین‌الملل  و پخش‌کننده آثار عباس‌کیارستمی پشت‌پرده معرفی«گذشته» به اسکار - جزئیات چگونگی  افزایش دستمزد کارگران افزایش دستمزدها کمتر از تورم - رئیس مجلس شورای اسلامی  عنوان کرد آمریکا عامل به هم زدن مذاکرات *رسالت -  پیروزی سیاسی جدید برای مقاومت اسلامی - پدر شهید کاوه به دیار باقی شتافت -  بخش خصوصی ظرفیت بالقوه برای گسترش تولید است - خرابکاری در بخشی از فرایند سایت  اراک خنثی شد *خراسان - رئیس مجلس: آمریکایی ها می خواهند در فضای غبارآلود مذاکرات را بر  هم بزنند - سومین شماره «خراسان فرهنگی» و دومین شماره «گفتمان الگو» منتشر  شد - تراز منفی گردشگری ایران با وجود رتبه دهم جاذبه های طبیعی و تاریخی -  شهر امام مهربانی ها در نخستین روز سال میزبان رهبر انقلاب است *جوان -  سازمان انرژی اتمی از خنثی‌سازی چند خرابكاری هسته‌ای خبر‌ داد خرابكاری در سایت  اراك پس از توافق - پرداخت بودجه رسانه ملی مشروط به تبلیغ انصراف مردم از  یارانه شد روحانی به ضرغامی سفارش آگهی داد! - روسیه به اهالی كریمه اطمینان  دفاعی داد شكارسومین پهپاد امریكایی در آستانه همه‌پرسی الحاق كریمه -  ویژه‌نامه نوروزی روزنامه جوان منتشر شد *اطلاعات - نظام  اداری كشور اصلاح می شود -  آماده باش نیروهای امداد و نجات هلال احمر  درچهارشنبه سوری -  ‎ایران اسلامی، شهادت حضرت زهرا (س) را به سوگ نشست ‏ -  تصویب بیانیه وزارتی دولت لبنان با تاکید بر گزینه مقاومت *قانون -  گزارش «قانون» از بررسی وضعیت سی و شش سال اخیر كارگر ایرانی چند دلار حقوق می‌گیرد؟ -  گزارش «قانون» از حضور 90 ساله آقازاده‌ها در سپهر سیاست ایران پسرانی که به  راه پدر نمی‌روند -  سیدعلی خمینی: محدودكنندگان آزادی محکوم به شکستند -  گلشیری در جست‌وجوی زمان‌های بر بادرفته بود *جمهوری اسلامی - با  لغو بخشنامه‌های پشت نویسی ایران چك‌های 100 هزار تومانی به جریان افتاد - ظریف  در واكنش به اظهارات وزیر خارجه آمریكا: آمریكا باید خیال پردازی را كنار بگذارد - آیت‌الله هاشمی رفسنجانی: همه بخش‌های كشور در راه اقتصاد مقاومتی تلاش كنند - در سالروز شهادت حضرت فاطمه(س) صورت گرفت ورود پیكر مطهر 95 شهید گمنام از  مرز شلمچه به كشور *سیاست روز - مردم  در انتظار عذرخواهی نمایندگان غایب - غرب لایق اعتماد نیست - سرنوشت پوتین  و اوباما در دستان ساكنان كریمه - استقبال از ۹۵ شهید فاطمی در كربلای شلمچه بو  کُنی، بوی سیب میاد *مردم سالاری -  امروز؛ برگزاری همه پرسی جدایی در کریمه روسیه قطعنامه شورای امنیت را وتو کرد -  تعطیلات عید باعث فراموشی سربازان ربوده شده نمی‌شود ادامه رایزنی‌ها برای آزادی 5  مرزبان ایرانی - سیدعلی خمینی: قدرت طلبان و فاسدان نباید در مسند قدرت قرار  بگیرند - تأسف هاشمی از خبرهای زد و بند اقتصادی در دولت سابق *ابرار - کاهش زمان  مذاکرات 5+1 و ایران در وین دومین ور از مذاکرات ایران و 5+1 در وین 28 اسفند پایان  می یابد - ناتو: همه‌پرسی در كریمه قوانین بین‌المللی را نقض خواهد كرد -  فرمانده سابق ناتو: تحریم‌های مالی-اقتصادی علیه روسیه اعمال شود -  هشدار پلیس  درباره رها كردن مسافران در خارج از کشور توسط تورهای غیر مجاز *امتیاز - مدیرکل  بهزیستی توضیح داد: مرگ 15 کودک معلول در تهران - رییس اتحادیه جایگاه‌داران  هشدار داد: جایگاه‌‌های سوخت در معرض تعطیلی - بازگشت ایران‌چک صد  هزارتومانی - اجرای مرحله دوم هدفمندی یارانه‌ها «اواخر فروردین‌» *حمایت - مرگ  تلخ 6 هزار نفر در حوادث رانندگی نوروز طی 5 سال گذشته؛ مسافرانی که هیچ گاه به  مقصد نمی رسند - در صحن مجلس صورت گرفت: انتقاد شدید لاریجانی از گزارش اخیر  بان‌کی‌مون -  بهینه سازی جداکردن پرچم گل زعفران با دستگاه  - تدابیر  قانونی برای برخورد با متخلفان چهارشنبه آخر سال  *هدف و اقتصاد -  آمادگی 37 شرکت معتبر خارجی برای همکاری در معادن ایران - آمریکا باید خیال  پردازی را کنار بگذارد - ایران ناوگان نفتکشهای خود را توسعه می دهد -  پردازش 104 میلیون تراکنش از سامانه‌های شتاب و شاپرک *جهان صنعت - عسکری  آزاد از فربه شدن دولت انتقاد کرد؛ ماهانه به 7/4 میلیون نفر حقوق پرداخت  می‌کنیم - راه‌اندازی ایمیل دانش‌آموزی از سال 93
ابادان,گل حکیم نصاری؛ نفت تهران ( 1 ) - صنعت نفت ابادان ( 1 ) / ویدیو تصویر امنیتی بالا را  به صورت  عددی وارد کنید ارسال دیدگاه کد امنیتی صحیح نمی باشد
دریافتن,هورتون با دریافتن این مطلب با شهردار جون‌تپه به گفتگو می‌نشیند و او را از واقعیت مطلب آگاه می‌سازد
اهسته,ورزش   شدیدا عاشق گیم کتاب هستم در حال حاضر عین خر کار میکنم وقت بازی کردنم کم شده افسرده شدم شاید تواینده بمیرم اگر مردم اینجا اومدین نرم اهسته بیاین   لیست دوستان: 20 نفر  -   (مشاهده تمامی دوستان)   لیست گروه ها: 3 گروه   (m1366samsung هنوز مطلبی برای این بخش ننوشته است!)   [نظری برای این بازی ثبت نشده است] 9
واداشتن,عدنان حاج، عکاس رویتر، به اتهام دستکاری در عکس‌هایش و واداشتن سوژه‌ها به ابراز احساسات از ادامه کار منع شد و تمام عکس‌های ارسال شده وی از آرشیو این آژانس خبری حذف گردید
دوشیزه,او به عنوان دختر شایسته از او به عنوان 'دوشیزه
دوشیزه,کد خبر: ۲۱۶۹۴۲   تاریخ انتشار: ۱۳۹۵/۰۵/۱۵ دختر شایسته سنگین وزن فرانسه برگزار شد و زیباترین دوشیزه
فتوکپی,از آن جمله: جست‌وجوی منابع، نشر الکترونیک، ویرایش، حروفچینی، طراحی امور چاپی، ورود داده‌ها، خدمات ترجمه، فتوکپی، چکیده‌نویسی و فهرست مندرجات، خدمات تأمین مدرک، خدمات مشاوره، نمایشگاه کتاب، ثبت شماره استاندارد بین‌المللی نشریات ادواری، خدمات کتابسنجی، امانت بین کتابخانه‌ای، ارتباط علمی و آموزش نیروی انسانی برای کتابخانه‌ها، مراکز اطلاع‌رسانی و مراکز اسناد است
جداشدن,به گزارش نکونیوز، طولانی شدن مذاکرات در مورد صادرات گاز ایران به پاکستان و هند و جداشدن هند از این پروژه پس از تشدید تحریم ایران، عملا صادرات گاز ایران به پاکستان را به رویایی در دوردست تبدیل کرده است
جداشدن,به گزارش نکونیوز، طولانی شدن مذاکرات در مورد صادرات گاز ایران به پاکستان و هند و جداشدن هند از این پروژه پس از تشدید تحریم ایران، عملا صادرات گاز ایران به پاکستان را به رویایی در دوردست تبدیل کرده است
فراگرفتن,سید حسن خمینی، با تأکید بر اینکه آموزش و پرورش صرفا محل آموزش نیست، اظهار کرد: فراگرفتن فرمول های علمی امری لازم است اما آموزش و پرورش بیش از آموزش، محل تربیت است؛ چنانکه شهید باهنر در دوران مسئولیت خود در این وزارتخانه طی مقاله ای گفته بود که در تابستان مدرسه تعطیل می شود اما تربیت تعطیل نمی شود
انباشتن,بر اساس ماده ۲۰ قانون نیز انباشتن پسماند‌های بیمارستانی و صنعتی در معابر عمومی و فضای باز یا سوزاندن آن‌ها و انباشتن پسماند‌های خانگی و ساختمانی در معابر عمومی و فضای باز خارج از مکان‌های تعیین شده توسط شهرداری‌ها و دهیاری‌ها یا سوزاندن آن‌ها و همچنین سوزندان بقایای گیاهی اراضی زراعی پس از برداشت محصول ممنوع بوده و متخلف حسب مورد به جزای نقدی درجه شش موضوع ماده ۱۹ قانون مجازات اسلامی محکوم می‌شود
جاافتاده,درست است که ترامپ با شعار ضد ساختار و منتقد وضع موجود وارد عرصه رقابت‌های انتخاباتی شد و رأی آورد اما نمی‌تواند یک شبه سیستم جاافتاده امریکا را تغییر دهد، زیرا مقاومت‌های زیادی از سوی سیستم در مقابل تغییرات مورد نظر ترامپ وجود دارد اما تصور می‌کنم اگر ترامپ دور اول ریاست جمهوری خود را به پایان برساند و در دور دوم هم رأی بیاورد، ترامپیسم می‌تواند باعث تعدیل ساختار امریکا شود
جاافتاده,قرار است جوانی و دخترانگی‌تان را نشان بدهید، پس سراغ لباس‌های زنان جاافتاده یا لباس‌های مردانه نروید
جاافتاده,قرار است جوانی و دخترانگی‌تان را نشان بدهید، پس سراغ لباس‌های زنان جاافتاده یا لباس‌های مردانه نروید
جداشدن,"جمعه، 29 خردادماه 1394 / 15:13 / June 19, 2015 HP اول نوامبر ۲۰۱۵ به ٢ بخش تقسیم می‌شود منبع: روزنامه شرق مدیران ارشد HP در تلاش هستند تا مشخص کنند جداشدن مرکز HP Enterprise از واحد تولید رایانه‌های شخصی و چاپگر، چه مزایایی را می‌تواند به‌همراه داشته باشند"
ضربی,همچنین حسین رضایی‌نیا و آئین مشکاتیان (سازهای ضربی)، مهیار طریحی (سنتور) علی جعفری‌پویان و تینا جامه گرمی (ویلن)، سهراب برهمندی (ویولا)، نگار نوراد (ویلنسل)، سپند دادبه (عود) و خورشید دادبه (تار) دیگر هنرمندانی هستند که در این اجرا به روی صحنه خواهند رفت
یکسر,معاون برنامه‌ریزی سازمان راهداری با بیان اینکه سهمیه عملکردی نیز بسته به عملکرد ناوگان است، گفت: تلاش شد در بحث ترددهای یکسر خالی در جدول قواعد، میزان تردد با بار و بدون بار محاسبه شود و سهمیه اختصاص یابد
کوفتن,لذا باید توجه داشت که بر طبل دشمنی با ایران کوفتن آن هم به شکلی غیر متعارف یعنی در هر فرصتی، بیشتر راهکاری داخلی است
یکسر,اوج معنی در غدیر خم، نبی خشت از سر خُم برگرفت خشت از خمّ ولای ساقی کوثر گرفت از خم خَمر خلافت در غدیر خم، بلی ساقی کوثر ز دست مصطفی، ساغر گرفت گوش گردون گشت کر از های و هوی می کشان کز میِ حبّ علی، امروز مستی در گرفت یک طرف شوری به پا سلمان کند عمّاروار یک طرف میخانه را مقداد چون بوذر گرفت دوستان را گاهِ شادی شد به رغم دشمنان خواجگیّ خواجه‌ی قنبر ز دل غم برگرفت خواست تا بر جام، سنگ اندازد آن مشؤوم خصم سنگ‌بارانش خدا از طارم اخضر گرفت سنگ بر پیمانه افکندن ز بَد مستی چه سود؟ سنگ بر سر زن که جای مصطفی، حیدر گرفت آری، آری، مرتضی بر مسند احمد نشست آری، آری، «هل اتی» از «انّما» افسر گرفت تا به پایان آورد امر رسالت را رسول دامن همّت پی ابلاغ «بلّغ» برگرفت ساخت منبر از جهاز اشتران شاه حجاز صاحب منبر مکان بر عرشه‌ی منبر گرفت  تا «یدالله فوق ایدیهم» عیان گردد به خلق دست پیش آورد و دست حیدر صفدر گرفت آسمان «یا لیتنی کنت تراب» از دل سرود بوتراب آن دم که جا بر دست پیغمبر گرفت گفت «هر کس را منم مولا، علی مولای اوست» حیدرش سرور بود، آن کاو مرا سرور گرفت جانشین و قاضی دین و وصی من، علی است این بگفت و بازوی آن شاه گردون فر گرفت بین امواج مخالف، کشتی دین خدای از تلاطم ایمنی با لنگر حیدر گرفت بُد همای طبع من بشکسته پر از سنگ غم باز از عشق علی، زی اوج معنی، پر گرفت «خوشدل» از فیض مدیح شاه مردان، مرتضی حالی از تیغ زبان، مُلک سخن، یکسر گرفت
خز,در این فیلم که با اقتباس از رمانی با همین نام نوشته «دلفین دویگان» و با فیلمنامه مشترک از «پولانسکی» و «الیور آسایاس» ساخته شده، «امانوئل سنیه»، بازیگر فرانسوی که پیش از این سابقه همکاری با «پولانسکی» را در فیلم «ونوس در پوست خز» را دارد، در کنار «اوا گرین» نقش‌های اصلی را بر عهده دارند
اوردن,»   اکنون علی کریمی در پیامی طعنه‌آمیز به حرف‌های علی دایی واکنش نشان داده و نوشته است: «یه سریا یه جورى میگن اوکراینى ها رو یه سریا اوردن که انگار سپانوویچ رو  یه سریا دیگه آورده بودن که در مجموع ٢ تا بازى نکرد!»
کشدار,طنین کشدار سوتی غریب صدای گنجشک‌ها را برید جنین کال زنی بر زمین افتاد کارون یک لحظه زیر پل ایستاد و ما به بازی جدیدی دعوت شدیم که توپ‌هایش به جای گل آتش می‌شدند گنجشک‌ها لانه‌های‌شان را پایین آوردند ما بادبادک‌هایمان و بزرگترها صدای‌شان را
ابادان,به گفته کیهان پور، شرکت خطوط لوله و مخابرات منطقه خوزستان در سال 95 توانست 316 کیلومتر از خطوط لوله استان خوزستان را پیگرانی هوشمند کند، که شامل پیگرانی خط لوله 10 اینچ به طول 62 کیلومتر حدفاصل سبزاب بیدرویه، خط لوله 16 اینچ 118 کیلومتر حدفاصل نظامیه تا سبزاب در شهرستان اندیمشک، خط لوله12 اینچ به طول 136 کیلومتر حدفاصل ابادان تا نظامیه در سال 95 می شود
صادرکردن,جواز مرگ صادرکردن برای مرده‌ها سال‌هاست در سرنوشت اوست؛ مثل سرنوشت «محمدجواد هدایت‌شده»، رئیس تالار تشریح پزشکی قانونی که وقتی پیراهن سفید دکتری‌اش را می‌پوشد و جا می‌گیرد پشت میز رنگ‌و رورفته اتاقش، دستی به چال چونه ته ریش‌دارش می‌کشد و حرف‌هایش را مثل معاونش از پلاسکو شروع می‌کند؛ از آن روزها که سخت‌ترین شدند در یادش برای سال‌های سال
ایین,من تو کام\یوتر با موس و کیبرد میخام metal gear بازی کنم ولی یه مشکلی دارم اونم موس و حرکت دوربین هستش که وقتی موس رو میارم \ایین سرشو میگیره بالا و وقتی میبرم بالا سرشو میاره \ایین
سیه,گرفته تا فیلم بازجویی آنها را منتشر کنید تا سیه
خمار,مژده که یار می رسد   جان زخود رمیده را، مژده یار میرسد  بر دل و جان عاشقان صبر و قرار میرسد   زمشرق سپیده آن، طلایه دار میرسد  طلایه دار مشرقی، سپیده وار میرسد   «آب زنید راه را، زان که نگارمیرسد  مژده دهید باغ را بوی بهار میرسد»   رسید مژده سحر، شبان انتظار را  شکست خنده های گل سکوت شام تار را   سرود لاله میبرد زجان ما قرار را  و جاودانه میکند شکوه روزگار را   «راه دهید یار را، آن مه ده چهار را  کز رخ نور بخش او نور نثار میرسد»   گل ستاره میچکد زحجم سبز آسمان  دوباره مژده های گل، دوباره بوی ارغوان   شکفته باغ آرزو، زخنده های ناگهان  ترانه ساز میکند به شاخه مرغ نغمه خوان   «چاک شده است آسمان غلغله ایست در جهان  عَنبر و مشک میدمد، سنجق یار میرسد»   تا دل سبز آسمان، بانگ و ترانه میرود  سرود عاشقانه مان به هر کرانه میرود   بنفشه سوی نسترن، چه عاشقانه میرود!  خزان باغ لاله ها زیادمان نمیرود   «تیر روانه میرود، سوی نشانه میرود  ما چه نشسته ایم پس، شه زشکار میرسد»   عطر نسیم صبحدم زباغ و داغ میرسد  زکوی یار مرهمی به درد و داغ میرسد   نوبت غصّه میرود، گاه فراغ میرسد  تیرگی شبانه را طرفه ایاغ میرسد   «رونق باغ میرسد،چشم وچراغ میرسد  غم به کناره میرود،مه به کنار میرسد»   باده خوشگوار را، باغ به جام میکند  لاله که باده میکشد، عیش مدام میکند   زیر و زبر زمانه را به یک پیام میکند  حجت خویش را به ما باز تمام میکند   «باغ سلام میکند، سرو قیام میکند  سبزه پیاده میرود، غنچه سوار میرسد»   زجام نور، لاله ها دوباره آب میخورند  فصل گل است و عاشقان، باده ناب میخورند   باده ناب ناب را چه بی حساب میخورند  به شور و شوق روی گل، مست وخراب میخورند   «خلوتیان آسمان تا چه شراب میخورند  روح خراب و مست شد، عقل خمار میرسد»   به گل نشسته ناگهان، نهال آرزویما  پر از شراب نور شد، سبوی ما سبوی ما   به سر رسید عاقبت تمام های و هوی ما  ز راه عشق میرسد نگار مشک بوی ما   «چون برسی به کوی ما خامشی است خوی ما  زان که زگفت وگوی ما،گرد و غبارمیرسد»
نخودی,"مقایسه ال‌جی جی فلکس با آلکاتل وان‌تاچ هیرو: تازه به دوران رسیده‌ها! اسفند ۴ام, ۱۳۹۲ سایت خودرو / خرید پاوربانک / آموزش بازاریابی شاید بسیاری در این سری از مسابقات، از وان‌تاچ هیرو به عنوان نخودی مسابقه یاد کنند! اما اگر شما هم مسابقه قبلی را دیده‌باشید، هیرو در مقابله با زد اولترای مشهور توانست عملکردی بالاتر از حد انتظارات را به نمایش گذاشته و حداقل ثابت کند، که کشکی (!) وارد مسابقات نشده است‌! در طرف دیگر گوژپشت ال‌جی جی‌فلکس، در طی اولین نبرد خود به یکی از قدرتمندترین‌های این رقابت یعنی گلکسی نوت۳ برخورد که البته باز هم توانست مقاومت خوبی نشان دهد (آن رقابت همچنان ادامه دارد)"
علفی,خشکسالی و کم آبی این چند سال اخیر روزگار همه ی مردم روستا را سیاه کرده، نه دیگر آبی ته چاههای کشاورزی شان مانده و نه علفی برای چرای دام هایشان
اوردن,اینها دیگه شورشو در اوردن همشون نامردن مشاهده همه دیدگاه ها
گماشتن,وقتي يكي از بلند مرتبه ترين مسئولين علنا و در جمع مي گويد كه من در عمر مديريتي خودم بايد براي آينده خودم ضمانت ايجاد كنم يعني چه؟ غير از آن است كه از من اميد برنامه ريزي دراز مدت نداشته باشيد و من به فكر منافع خود هستم نه مجموعه تحت سرپرستي خود؟ آقاي زنگنه با به كار گماشتن بسياري افراد در هيئت مديره نفت سر در مقابل لابي قدرتمند گروههايی فرود آورد كه بتواند تنها در ميانه بازي سياسي ماندن و رفتنش را توجيه كند و نه اينكه نقشي ماندگار از خود بر جا نهد
اهسته,۱۳۹۳-۱۲-۲۲ ۲۲:۲۱:۳۲ براي اولين بار متني را دوبار خواندم و كلمه به كلمه به نويسنده نكته دان و دردمند درود فرستادم كاش وزير محترم ، مدير عامل بزرگوار با همه گرفتاريهاي شغلي فرصتي داشتند تا كمي و تنها كمي به اين نوشته فكر كنند و به تمام چيزهاي نا نوشته درون شركت ملي نفت كه اهسته و در گوشي رد و بدل ميشود كاش براي يكبار هم شده به منافع ملي و منافع شركت بيش از منفعت شخصي و شغلي فكر كنيم
طفیلی,بازنده و قربانی اول  چنین روندی - به شهادت تاریخ انقلاب -میزبانان «طیف طفیلی نفوذ» خواهند  بود که از اعتبار و حیات خود برای اغیارهزینه کرده‌اند
بالاکشیدن,هنگامی که هروئین با خلوص بالا در دست است یا در مورد مصرف‌کنندگان گاهگاهی که ترجیح می‌دهند، تزریق انجام ندهند، با احتمال بیشتر هروئین با بالاکشیدن از راه بینی یا دود کردن مصرف می‌شود
