word,sentence
جازدن,از سوي ديگر بيسيم‌چي‌هاي او به روي خط واحدهاي مصري مي‌آمدند و با جازدن خود به عنوان فرمانده آنها را به نقاط مورد نظر خود هدايت مي‌كردند به طوري كه يك‌بار تعداد زيادي تانك تي-54 و تي-55 را به سوي محل حفاظت از اسيران جنگي هدايت كردند و آنها را به غنيمت گرفتند
جداکردن,شاید مشتری از اینکه به جای یک کیلوگرم از کالای مورد نیاز، دو کیلوگرم را می‌خرد راضی نباشد؛ اما چاره چیست؟» وی معتقد است دلیل ممانعت از مشتری برای جداکردن میوه‌ها به کیفیت محصولات برمی‌گردد
ساییدن,دستورالعمل‌های زیر نشان می‌دهد که در ۱۵ دقیقه چگونه حمام تمیز داشته باشیم بدون آنکه زمان زیادی را صرف ساییدن کف و دیوارها بکنیم
ساییدن,دستورالعمل‌های زیر نشان می‌دهد که در ۱۵ دقیقه چگونه حمام تمیز داشته باشیم بدون آنکه زمان زیادی را صرف ساییدن کف و دیوارها بکنیم
خواباندن,راکد خواباندن پول شما هرگز فرد ثروتمندی را مشاهده نمی‌کنید که پول خود را در بانک خوابانده باشد
سنجیدن,""" بنا بر این ارزیابی برای اینکه آیا باید توموری را درمان کرد یا نه نیاز به سنجیدن سود و زیان این کار دارد"
جاافتاده,کد خبر: ۶۸۶۸۱۲   تاریخ انتشار: ۱۳۹۵/۰۷/۲۳ بعد از فارغ التحصیلی با خیالی آسوده کاملا جاافتاده و
گستردن,آیت‌الله خاتمی، گستردن فرهنگ خوشبینی را از راههای مقابله با تهمت در جامعه عنوان کرد و اظهار داشت: البته، به بیگانگان باید بدبین بود و اصل را بر بدبینی گذاشت که در کلمه قصار ۱۰۴ نهج‌ابلاغه نیز آمده است
علفی,خاکشیر گیاهی است علفی یک ساله یا دو ساله که ارتفاع ساقه آن تا یک متر نیز می‌رسد ، قسمت پایین گیاه کرک‌دار و بالای آن بدون کرک است
یکسر,در این جهنم دره البته قانون جهنم حکم فرما نیست بلکه قانونی یکسر نافهم و بی اساس بر آن حاکم است که شخصیت ها را گیج تر و سرگردان تر می کند
جاافتاده,کد خبر: ۲۲۹۵۴   تاریخ انتشار: ۱۳۹۴/۰۳/۱۸ و بره های چابک تازه پیداشده در مرتع آنقدر جاافتاده
ردشدن,با مسدود شدن فیس‌بوک کاربران کشور علاقه زیادی به دور زدن نرم‌افزار فیلترینگ پیدا کردند و از طرف دیگر، بعضی از کشور‌ها از این فرصت سوءاستفاده کرده تا کاربران را با انواع روش‌هایی که منجر به ردشدن از سایت‌های فیلتر شده می‌کند آشنا کنند و بالطبع به منافع و اهداف شوم خود برسند
خواباندن,اما سر و کله زدن روزانه با افرادی که برای حل مشکلات شان و نیاز مبرمی که به پول دارند به او سایر همکارانش فهمانده است که برای بیشتر مراجعان زمان عنصری حیاتی است به همین دلیل از افراد خیرخواهی می گوید که به جای �خواباندن سرمایه شان در بانک ها، از طریق ما آن را به دست کسانی می رسانند که احتیاج مبرمی به پول دارند�
سنجیدن,» وصالی یکی از آموزش های سواد رسانه ای را توجه به منبع خبر و سنجیدن اعتبار آن می داند و ادامه می دهد:«این درحالی است که اغلب شایعات، با زبان اقناعی بالا و در زمان هایی منتشر می شوند که افراد از نظر فکری، بیش ترین آمادگی برای پذیرش آن ها را دارند
دریافتن,تاملی به اندازه یک جستجو در اینترنت برای یافتن منابع معتبر در این موضوع و دریافتن صحت یا سقم مطلب نقل شده
خمار,دمپایی لنگه‌به‌لنگه پام بود، عصبی بودم و خمار
گند,گفتند جلو نیا، بوی گند میدی
خمار,آن دیگری هم خمار مواد است و فقط سر تکان می‌دهد
افسونگر,فیلم «افسونگر» جایگزین «چهار اصفهانی در بغداد» در گروه ماندانا خواهد شد
خواباندن,همچنین این خودرو فضای صندوق باری برابر با 200 لیتر دارد که در صورت خواباندن صندلی های عقب به 1000 لیتر افزایش پیدا می کند
هییت,مدیر کل تعاونی های تولیدی وزارت تعاون، کار و رفاه اجتماعی درباره تفاوت شرکت تعاونی با شرکت سهامی اظهار داشت: شرکت تعاونی، شرکت خصوصی است و دارای ارکانی مانند مجمع عمومی سالیانه، هییت مدیره، هیئت  بازرسی و مدیر عامل و اعضای آن است و در قانون برای آن مزایایی در نظر گرفته شده است مانند تخفیف 25 درصدی مالیات
خمار,محل تجاوز خمار افتاده بود و توجهی به فریادهای همسرش
درخشیدن,پس از درخشیدن بازی فال اوت ۳ این سری به خوبی میان گیمر ها محبوب شد، البته نیو وگاس که عرضه شد، با انتقادات زیادی مواجه شد، اما آن هم بازی خوب و زیبایی می باشد
دمکرده,وی خاطرنشان کرد:در مواقعی که بدلیل گرد وغبار و آلودگی جزئی، مخاط چشم تحریک و سبب ایجاد ترشح مختصر می‌شود، می‌توان ابتدا با چای دمکرده و صاف شده چند بار چشم را شست و شو داد تا گرد و غبار از چشم خارج گردد
جاافتاده,طبق روايت او در طبقه اول پيرزن صاحب پانسيون به همراه زن جاافتاده ديگري كه سرپرستي دختر را بر عهده گرفته، زندگي مي‌كنند
ردشدن,این آخرین تلاشی است که سامسونگ می‌تواند پس از ردشدن درخواست تجدیدنظرش پیرامون نقض ثبت اختراع اپل در دادگاه قبلی انجام دهد
افسونگر,در جنگ و صلح و غم و شادی، یار و یاور مردم بوده و به قول امروزی‌ها؛ مدام خود را «به‌روز» کرده است که اگر نگوییم بیش از زمانه و انسان‌ها، اما کمتر از آنها هم رنگ ِ صدا عوض نکرده است و چه کسی‌ است که با شنیدن نام این مونس و همراه همیشگی، به ‌احترام، کلاه از سر بر ندارد ؟ یا خاطره‌ای در ذهنش جان نگیرد؟ رادیو؛ تکرار همین واژه‌ هم می‌تواند ما را به دنیای افسونگر صداها ببرد؛ صداهایی که برای همیشه در حافظه زمان ثبت و ضبط شده و می‌شوند؛ صداهایی که هرکدام، رؤیایی شیرین را به ذهن‌ها متبادر ‌می‌کنند و رادیو، خانه ابدی این صداهاست
پیچاندن,متجاوزان و حامیانشان که در محاسبات خویش، ایران بریده از �غرب� و �شرق� را تنها و �بی پشتوانه� می پنداشتند، از رشید شدن کودکان ۱۵ خرداد ۴۲، اطلاع و تحلیل درستی نداشتند و به اعتبار �عده� و �عده� خود به دنبال بهره گیری از به اصطلاح فرصتی تاریخی برای ایجاد تغییر راهبردی در جغرافیای منطقه و در هم پیچاندن طومار انقلاب اسلامی بودند
بلندشدن,گرد و خاكي كه سال گذشته در بازار مسكن شهر تهران با بلندشدن نرخ‌ها در سه حوزه خريد آپارتمان، اجاره آپارتمان وخريد زمين به پا شد، انتظار مي‌رفت ساير كلانشهرها را هم فرابگيرد و افزايش قيمت ملك را - در سطح كشور- سراسري كند اما اطلاعات رسمي در اين باره نشان مي‌دهد: نبض‌ قيمت‌ كشوري مسكن در سال91 حداقل 3برابر كندتر از پايتخت بوده است
ضربی,نخستین فیلم از این دسته که به دهه ٣٠ و سال‌های پس از کودتا برمی‌گردد، فیلم «جنوب شهر» است که فردی کلاه‌مخملی در آن حضور قهرمانانه داشت و از کافه ساز و ضربی نیز بهره می‌برد
فتوکپی,مدارک لازم برای پذیرش واجدان شرایط باید مدارک مورد نیاز شامل، یک برگ فتوکپی شناسنامه، فرم تکمیل شده درخواست پذیرش بدون آزمون ، گواهی تایید معدل و رتبه از دانشگاه محل تحصیل و  ریز نمرات دوره کارشناسی را حداکثر تا 11 مرداد با پست سفارشی به آدرس:  اصفهان، دانشگاه صنعتی اصفهان، مرکز تحصیلات تکمیلی دانشگاه ارسال کنند
پرکننده,۵- نارگیل نارگیل اسنکی شیرین و پرکننده است که می‌تواند میل شما به خوردن غذای بیشتر را مهار کند
سیه,حضرت آیت الله خامنه ای در خطبه دوم نماز با اشاره به حوادث ناگوار منطقه گفتند: متأسفانه دستهای نامبارک و سیه کار، ماه مبارک رمضان را برای بسیاری از ملتهای منطقه در یمن، بحرین، فلسطین و سوریه، تلخ و سخت دشوار کردند که این مسائل برای مردم ایران مهم است
شیلینگ,پول انگلستان پوند استرلینگ برابر با 20 شیلینگ بود و
افسونگر,نه تنها ساحل های این شهر افسونگر و زیبا هستند، بلکه غذاهای دریایی این منطقه نیز عالیست و نمی توان به راحتی از آنها چشم پوشید
شتری,مناظر هنری– اسکاتسداله، آریزونا در فاصله چهار مایلی از شمال غرب ساگارو (۱۰ دقیقه با اتومبیل)، کوه کوهان شتری را خواهید – یکی از جاذبه های گردشگری منطقه، جایی که کوهنوردها حدود ۳۹۰ متر را از میان صخره هایی با سنگ های قرمز صعود می کنند و پاداش تحمل خستگی راه، تماشای مناظر فوق العاده عالی دره زیر پا است
فکرکردن,جوان امروز می‌خواهد همه چیز داشته باشد بعد ازدواج کند یا حداقل پس‌انداز، مسکن، اتومبیل، تاخیر در ازدواج برایش مهم نیست فکرکردن به ازدواج در سال‌های آینده هر وقت موقع‌اش شد ازدواج می‌کنم دیر نمی‌شود
جاافتاده,مائو در دیدارها و اجلاس‌ها ظاهری آراسته، باشخصیت و دوست‌داشتنی داشت و رهبری جاافتاده، باوقار و سنگین می‌نمود
سیه,4- کونته   این هافبک تهاجمی سابق یوونتوس و تیم ملی ایتالیا در سال 2004 با پیراهن  یووه از دنیای فوتبال خداحافظی کرد و هفت سال بعد، پس از مربی‌گری در  تیم‌هایی مثل آتالانتا، باری و سیه‌نا، سکان هدایت بانوی پیر را برعهده  گرفت
سیه,8- رایکارد   این بازیکن سیه چرده فوتبال هلند که در دوران طلایی آژاکس، بارسلونا و  میلان حضور داشته است در سال 95 از دنیای فوتبال با پیراهن آژاکس خداحافظی  کرد
درخشیدن,28 سال به عنوان جانباز 51  درصد جنگ تحمیلی شناخته می‌شد و در طول این سال‌ها نیز برای درخشیدن نام  کشورش این بار در میدان ورزشی تلاش می‌کرد و سرانجام هم در همین عرصه جان  خود را از دست داد
تمثیل,در این کتاب 40 محور از سیره و سبک زندگی پیامبر مکرم اسلام(ص) با زبانی روان و صمیمی بیان شده و خواننده - می تواند کودک یا پدر و مادر او باشد - با تمثیل هایی که حیدری ابهری آورده غیر مستقیم وارد زندگی شخصی پیامبر می شود
دریده,حادثه عجیب در شهداد /گوسفندانی که فقط دل وجگرشان خورده می شود/حتی دوربینها شکارچی را شکارنکرده اند سه ماه از اولین مواجهه مردم شهداد با لاشه دام‌هایی که به طرز عجیبی دریده شده بودند، می‌گذرد؛ لاشه‌هایی که فقط دل و جگرشان خورده شده است
دریده,نوع دریده شدن دام‌ها باعث شد اسم هیولای جگرخوار را بر حیوان مورد نظر بگذارند؛ اسمی که در شبکه‌های اجتماعی درباره آن حیوان از آن استفاده می‌شود
دریده,به گزارش خبرداغ به نقل از  روزنامه جام جم :سه ماه از اولین مواجهه مردم شهداد با لاشه دام‌هایی که به طرز عجیبی دریده شده بودند، می‌گذرد؛ لاشه‌هایی که فقط دل و جگرشان خورده شده است
دریده,نوع دریده شدن دام‌ها باعث شد اسم هیولای جگرخوار را بر حیوان مورد نظر بگذارند؛ اسمی که در شبکه‌های اجتماعی درباره آن حیوان از آن استفاده می‌شود
دریده,یکی از مسئولان سازمان میراث فرهنگی  معتقد است؛ این اتفاق در شهداد بی سابقه است، هرچند در یکی دو هفته اخیر تعداد حمله‌ها کمتر شده، اما هنوز هم اتفاق می‌افتد و با توجه به نحوه دریده شدن دام‌ها، این حیوان براساس آنچه محیط‌زیست گفته، نمی‌تواند یک سگ باشد
فراش,مرور اصطلاحنامه  قاعده فراش لطفا منتظر باشید
جداشدن,در پی جداشدن علی اصغر فانی از دولت تدبیر و امید قرار بود محمدعلی نجفی به عنوان وزیر پیشنهادی آموزش و پرورش معرفی شود اما رئیس جمهور در نهایت فخرالدین احمدی دانش آشتیانی را به عنوان وزیر پیشنهادی به رئیس مجلس شورای اسلامی معرفی کرد
افسونگر,برچسب ها بارکد افسونگر مهران رجبی با رسوایی 2 دوازده صندلی ناردون
کشدار,"سه شنبه، 6 آبانماه 1393 / 15:36 / October 28, 2014 اختلاف‌نظرهای کشدار برای یک ادغام منبع: ایسنا شورای عالی فناوری اطلاعات که در سال 84 و بر اساس ‌قانون وظایف و اختیارات وزارت ارتباطات و فناوری اطلاعات با هدف سیاستگذاری و تدوین راهبردهای ملی در قلمرو فناوری اطلاعات، تدوین برنامه‌ها برای توسعه‌ پژوهش‌های بنیادی و کاربردی در قلمرو فناوری اطلاعات رسمیت یافت، هفته گذشته از سوی کمیسیون صنایع کان لم‌یکن شمرده شد"
گند,کد خبر: ۱۳۲۳۳۳   تاریخ انتشار: ۱۳۹۶/۰۳/۰۸ نان بى نصیب از خودکفایى گند در حالى روزهاى گذشته معاون بازرگانى و صنایع غذایى وزارت
واداشتن,5) از دیگران هم کمک بخواهید گاهی اوقات باید بپذیرید که شاید شما بهترین فرد برای به تحرک واداشتن افراد به سمت تغییر نیستید و افراد دیگری در سازمان می‌توانند این کار را بسیار بهتر از شما انجام دهند
ساییدن,در مورد ظرف تفلونی می‌توان گفت اگر چه پوشش ظروف تفلونی با خراشیدن یا ساییدن کنده می‌شود، سازمان غذا و دارو تأیید کرده است که این ذرات بدون تغییراز بدن عبور می‌کند و دفع می‌شود و خطری برای سلامت ندارد
پرکننده,طی این جراحی همچنین جراحان مقادیری پرکننده غشایی به چهره بیمار تزریق کرده بودند که به مدت 20 سال است برای کاهش ظاهر چروک‌ها در عمل‌های زیبایی به کار می‌رود
پرکننده,بخش اصلی این پرکننده ماده معدنی هیدروکسی آپاتیت کلسیم است که زیست‌شناسان سلولی توسط آن سلول‌های بنیادی مزانشیمی را به تبدیل شدن به استخوان تحریک می‌کنند
امدن,به نوشته اسپوتنیک به نظر می رسد با روی کار امدن ترامپ در آمریکا حالا سیاست این کشور مبارزه با تروریسم خواهد بود و نه فشار بر بشار اسد
جاافتاده,ضمن آن‌که آن‌چه بیش از پیش عیان است، این‌که سهل‌انگاری اصلی در رویکردهای اطلاع‌رسانی معیوب اما جاافتاده در کشور ماست که گاه هزینه‌های سنگینی را به افراد یا عموم تحمیل می‌کند
درخشیدن,بودند برخی پیشنهادهای جدید گازی شروع به درخشیدن کرده است
صادرکردن,اکبر ترکان افزود: صادرات محصولاتی که در مسیر توسعه زنجیره ارزش تولید می شوند دارای اهمیت خاصی است و تولید و صادرکردن محصولات نهائی و پرهیز از خام فروشی راه رشد اقتصادی کشو را هموار خواهد کرد
شتری,کد خبر: ۴۷۱۷۶   تاریخ انتشار: ۱۳۹۶/۰۵/۱۷ شتری در باغات هلو · مبارزه با کرم سیب و
جگری,نوشته اند دلم را برای خون جگری نوشته اند دلم را برای خون جگری بدون گریه زمانه نمی شود سپری نیازمندِ تکامل ، به گریه محتاج است درخت آب ندیده نمی دهد ثمری دو فیض ، توشه ی راه سلوک عاشق هست: توسل سحری و عنایت سحری هزار نافله خواندن چه فایده دارد اگر نداشته باشد به عاشقان نظری؟ به هر دری که زدم باز پشت در ماندم بس است در زدن من ، بس است در به دری برای بنده خریدن بیا سر بازار چه خوب می شود این مرتبه مرا بخری بدون تو چه بلاها که بر سرم آمد چه حاجت است به گفتن، خودت که با خبری همیشه خیر قنوت تو می رسد به همه اگر چه نام مرا در نوافلت نبری خودت برای ظهورت دعا کن و برگرد دعای من به خودم هم نمی کند اثری یگانه منتقم خون کربلا برگرد قسم به عمه ی مظلومه ات بیا برگرد بخش مهدویت تبیان منبع: وبلاگ شعر آیینی العطش علی اکبر لطیفیان
بلندشدن,رکورد پر سروصداترین استادیوم عالم با صدایی معادل غرّش یک هواپیما در حال بلندشدن یعنی 76/131 دسی‌بل! در دنیای مجازی نیز گالا باشگاهی منحصر به فرد است
سیرکردن,سیرکردن یک غول مخصوصا با پردازنده a11 هرگز آسان نیست
ایین,کد خبر: ۸۹۲۹۴   تاریخ انتشار: ۱۳۹۴/۰۷/۱۵ در همايش نمايندگان فروش و خدمات پس از فروش ايران خودرو ديزل عنوان شد؛ گارانتی سرویس و راهنمای مشتریان و تدوین و ابلاغ ایین
واداشتن,بنابراین تحریم یا سانکسیون (Sanction)، نوعی جریمه است که با هدف واداشتن تحریم شونده به اطاعت از اراده مطلوب سیاسی صورت می‌گیرد، مانند:تحریم‌های ایران! نخستین تحریم جامع سراسری علیه ایران در دوران معاصر، تحریم ایران از سوی انگلستان در واکنش به انتخاب دکتر محمد مصدق به وزارت بود که وی هدف ملی ­سازی صنعت نفت را دنبال می‌کرد
واداشتن,دولت آمریکا پس از آنکه تمامی راه‌های  سیاسی و نظامی ممکن برای واداشتن ایران به آزادسازی جاسوسانش در تهران را  تجربه کرد، حربه تازه‌ای به نام محاصره اقتصادی را علیه جمهوری اسلامی  ایران به کار گرفت و در روز اول خرداد ۱۳۵۹ رسما آغاز حصر اقتصادی علیه ایران را اعلام نمود
دراوردن,پدر ملتو دراوردن این حلقه مهرورزی بازم ول نمیکنن
اهنگ,دوم اینکه بر مسئله ای که اقای عارف هم اشاره کرد ما در ٩٦ از روحانی حمایت می کنیم این حمایت مقطعی نیست برای برای رسیدن به یک مقصد درست است، ما واقعا نگرانیم اگر بخواهد چرخ فلک برگردد به قبل معلوم نیست اینده کشور ما چه می شود، ما باید با یک اهنگ واحد از روحانی حمایت کنیم
