word,sentence
شتری,اما بدخواهان ایران و اهل بیت علیهم السلام و اسلام بدانند: ایران عزیز، اسلامی و كشور اهل بیت علیهم السلام بوده و هست و تا ابد فاطمی خواهد ماند و نور زهراء سلام الله علیها از این كشور به تمام عالم می تابد و خواهد تابید و این وعده حق الهی است كه «ان شاء الله» گفتن نیز نمی خواهد !! « لِیُظْهِرَهُ عَلَى الدِّینِ كُلِّه » (2) «بزودی دنیا به ما متوجه خواهد شد مانند شتری كه بچه خود را گم كرده و بعد از جدایی آن را پیدا بنماید
ارام,لیست دوستان: 15 نفر  -   (مشاهده تمامی دوستان)   لیست گروه ها: 11 گروه   در دنیایی که همه میدوند برای زنده ماندن تو ارام قدم بردار برای زندگی کردن
شتری,استان‌های آذربایجان‌های شرقی و غربی، اردبیل و زنجان: باغبانی: · احتیاط در انجام عملیات محلول پاشی و سم پاشی در استان‌های آذربایجان شرقی، آذربایجان غربی و اردبیل از روز دوشنبه تا جمعه و در استان زنجان از روز سه شنبه تا پنج شنبه به دلیل بارش پراکنده و وزش باد · تهویه و تنظیم دما و رطوبت گلخانه‌ها، سالن‌های پرورش قارچ و انبارها · آماده سازی بستربذر و تسریع در انتقال نشاء گوجه فرنگی به زمین اصلی و آبیاری مزرعه در اسرع وقت · اجرای عملیات داشت از جمله مدیریت تغذیه،مدیریت آبیاری، کنترل عوامل زیان آور و بچه گیری در نهالستان‌ها · مدیریت آبیاری در باغات میوه برای مقابله با خسارت‌های ناشی از تنش‌ها و استرس‌های رطوبتی · مسدود کردن سوراخ‌های روی تنه و شاخه‌های اصلی درختان گردو با خمیر گل رس جهت جلوگیری از نفوذ لارو‌های سنین آخر پروانه فری · تغذیه بهینه باغات میوه با استفاده از کود‌های پر مصرف و ریز مغذی · مبارزه با علف‌های هرز مزارع پیاز ، سبزی، صیفی و جالیز · مبارزه با کرم طوقه بر در مزارع صیفی و جالیز · ردیابی و کنترل تریپس در مزارع پیاز · مبارزه با سفیدک سطحی در باغات · مبارزه با بیماری لب شتری در باغات هسته دار · مبارزه با بیماری لکه سیاه در باغات سیب · ردیابی و کنترل زنجیره مو در باغات انگور زراعی: · تغذیه بهینه زراعت‌های بهاره با استفاده از کودهای پتاسه برای افزایش مقاومت گیاهان به شرایط خشکی · اجرای عملیات وجین (مبارزه مکانیکی با علفهای هرز) در زراعتهای چغندر قند ،یپاز و سیب زمینی · ادامه عملیات کاشت ذرت علوفه ای و سورگوم · شروع مبارزه با پوره سن غلات در مزارع آبی · مبارزه با علف‌های هرز مزارع چغندرقند، ذرت، گندم و جو · مبارزه با پوره‌های سن غلات در مزارع گندم و جو دیم · اجرای عملیات حفظ رطوبت در اراضی آیش دیم با استفاده از گاو آهن پنجه غازی · مصرف کود سرک (اوره ) در زراعت‌های بهاره دام داری: · تهویه و تنظیم دما و رطوبت در مرغداری‌ها و دامداری‌ها استان‌های کرمانشاه، کردستان، همدان، لرستان، چهارمحال و بختیاری و کهگیلویه و بویر احمد: باغبانی: · احتیاط در انجام عملیات محلول پاشی و سم پاشی در استان‌های کرمانشاه و کهگیلویه و بویر احمد ، از روز چهارشنبه تا جمعه و در استان‌های همدان و چهار محال و بختیاری از روز دوشنبه تا جمعه و در استان لرستان از روز سه شنبه تا جمعه به دلیل وزش باد و در استان لرستان در روز دوشنبه به دلیل باد و گرد و خاک و در استان کردستان در روز دوشنبه به دلیل وزش باد و در روز سه شنبه به دلیل بارش پراکنده و وزش باد و در روز چهارشنبه به دلیل وزش باد شدید و در روز‌های پنج شنبه و جمعه به دلیل بارش پراکنده · تهویه و تنظیم دما و رطوبت گلخانه‌ها، سالن‌های پرورش قارچ و انبارها · انجام هرس سبز انگور، هلو و شلیل با مشاوره ی کارشناسان باغبانی · مسدود کردن سوراخ‌های روی تنه و شاخه‌های اصلی درختان گردو با خمیر گل رس جهت جلوگیری از نفوذ لارو‌های سنین آخر پروانه فری · مبارزه به موقع با کنه‌های نباتی در باغات میوه · مرحله دوم مبارزه با سفیدک حقیقی درختان انگور بعد از ریزش گلها در مناطق سردسیر · کاشت لوبیای قرمز و چیتی وسفید با استفاده ردیفکار پنوماتیک و اجرای طرح آبیاری قطرهای(تیپ)در مزارع مکانیزه لوبیا · مصرف کودهای بیولوژیک بذر مال در لوبیا و ذرت · مصرف کودهای ریز مغذی در باغات میوه بر اساس نیاز و نتایج آزمون خاک · مبارزه با شته‌ها درباغات · تسریع در کشت سیب زمینی با رعایت الگوی کشت در شهرستان‌های قروه و دهگلان استان کردستان زراعی: · انجام عملیات آبیاری در باغات ومزارع گندم و جوآبی و کلزا در ساعات خنک شبانه روز (اوایل صبح یا غروب) · استفاده ازکودهای محلول پتاسه درآب در مزارع گندم دچار خوابیدگی (ورس) · مبارزه با پوره سن گندم در مزارع آلوده · مبارزه با بیماری زنگ زرد گندم در مزارع آلوده(جوش و تاول‌های زرد مایل به نارنجی روی برگ‌ها) · کاشت مزارع ذزت با استفاده از بذور اصلاح شده و ضد عفونی شده و کاشت توسط بذرکار و ردیف کار · مبارزه مکانیکی با علف‌های هرز مزارع چغندرقند · اجرای عملیات حفظ رطوبت در اراضی آیش دیم با استفاده از گاو آهن پنجه غازی · مبارزه با کرم‌های پیله خوار در مزارع نخود آلوده(چنانچه روی پیله‌ها (غلافها) حفره و یا منافذ ریزی مشاهده شود حاکی از فعالیت کرم پیله خوار نخود است) دامداری: · تهویه و تنظیم دما و رطوبت در مرغداری‌ها و دامداری‌ها زنبورداری: · محافظت از کندوها در برابر وزش باد ماشین‌آلات کشاورزی: · ضد عفونی کردن دستگاه کمباین جهت مقابله با انتشار امراض گندم در مناطق گرمسیر استان‌های گیلان و مازندران: باغبانی: · احتیاط در انجام عملیات محلول پاشی و سم پاشی در استان گیلان در روز دو شنبه به دلیل بارش پراکنده و در روز‌های سه شنبه و چهارشنبه به دلیل بارش باران و وزش باد و در روز پنج شنبه به دلیل بارش باران و در استان مازندران در روز دوشنبه به دلیل وزش باد و در روز چهار شنبه به دلیل بارش پراکنده و در روز‌های پنج شنبه و جمعه به دلیل بارش باران · تهویه و تنظیم دما و رطوبت گلخانه‌ها، سالن‌های پرورش قارچ و انبارها · مبارزه مکانیکی و شیمیایی علیه کرم سفید ریشه در باغات مثمر و غیر مثمر · کنترل شیمیایی باغات هسته‌دار و دانه‌دار جهت مبارزه علیه بیماری‌ها و آفات (با نظر کارشناس و در نظر گرفتن زمان احتمال بارش پراکنده) · تغذیه ریشه ای درختان میوه متناسب با مراحل رشدی میوه مورد نظر با نظر کارشناس (با توجه به احتمال بارش‌های پراکنده طی روزهای آینده) · خودداری از هرگونه شخم و شیار در باغات میوه (جهت جلوگیری از اختلال فعالیت ریشه‎ها) · آبیاری سبک باغات مرکبات جهت تامین رطوبت کافی خاک و جلوگیری از تنش خشکی · باز کردن پوشش پلاستیکی اطراف پیوند در صورت شروع رشد جوانه‌های پیوند زیتون · پاک چین نمودن باغات چای با توجه به پایان یافتن چین بهاره جهت جلوگیری از آسیب رسیدن جوانه‌های زیرین بوته‌های چای نوغان داری: · تامین یک مرحله برگ کافی قبل از وقوع بارندگی توسط نوغان داران · رعایت دمای 25 درجه سانتی گراد و رطوبت نسبی 80 درصد توسط نوغانداران جهت تفریخ و پرورش کرم ابریشم · خودداری از کاهش دمای شبانه (پایین­تر از 23 درجه سانتیگراد) در محل نگهداری تخم نوغان زارعی: · انجام کود سرک در شالیزارها تا قبل از شروع بارش · مبارزه با آفات و بیماری‌های مزارع با هماهنگی کارشناسان حفظ نباتات مدیریت جهاد کشاورزی · مبارزه با راب و حلزون با استفاده از روش­های مکانیکی، از بین بردن پناهگاه­ها و پاشیدن طعمه مسموم · کنترل شیمیایی کرم ساقه خوار برنج در مزراع آلوده (با نظر کارشناس و در نظر گرفتن زمان احتمال بارش پراکنده · کنترل شیمیایی علف‌های هرز قبل از کاشت در مزارع سویا، ذرت و برنج (در مناطق شرقی و مرکزی استان) · کنترل شیمیایی علف‌های هرز قبل از کاشت در مزارع سویا، ذرت و برنج در مناطق شرقی و مرکزی استان مازندران · کاشت سویا ، ذرت و نشا برنج · برداشت از مزارع آماده نخودفرنگی، سیرسبز و
جداشدن,اما از سال 1384 روند بازار سرمایه با تغییرات جدی مواجه شد به طوری که مهمترین رویداد بازار سرمایه کشور در اول آذر ماه 1384 رخ داد و در این روز قانون جدیدی برای این بازار توسط مجلس شورای اسلامی به تصویب رسید که موجب جداشدن بخش نظارتی و اجرایی از یکدیگر شد
کشدار,در این چند روز زندگی نکردیم، عشق کردیم، عشق را جرعه جرعه به روحمان خوراندیم و ذخیره اش کردیم برای روزهای  کسل کننده و کشدار تابستانی مان
نگاشتن,نام گذاری 17 مرداد به نام روز خبرنگار، فرصت و بهانه‌ای است برای پاسداشت خدمات انسان‌هایی که وجدان بیدار جامعه و تصویرگر عینی زمان خویشند آنانی که با بیان نافذ، شیوا و گیرایشان، بی‌پروا وظیفه قلم را که نگاشتن حقیقت است پاس می‌دارند و رسالت خطیر خود را به جا می‌آورند
جاافتاده,بر جاافتاده های مهم داشته باشیم توازن منطقه ای ترامپ
تمثیل,ومن اجل مواجهة هذه الفرضیة یجب على القیادة قطع الطریق على مشاریع قد تجد صدى عند بعض المجموعات المتذمرة من المرکزیة المفرطة من جهة وغطرسة امراء المناطق من جهة اخرى حیث لم تترک هذه الازدواجیة مجالا حقیقیا للتأثیر فی السیاسة المحلیة وتدیر شؤون المناطق واستأثرت بکل القرارات على حساب المصلحة المحلیة لابناء المناطق انفسهم الذین خضعوا قهرا وغلبة للمشروع السعودی الاول والذی حتى هذه اللحظة لم یتطور ویتجاوب مع التغییرات الاجتماعیة والسیاسیة والاقتصادیة على السعودیة ان تتحصن من خطر التقسیم خاصة وان الهویات الضیقة قبلیة کانت ام مناطقیة او طائفیة فی طریقها الى التبلور اکثر واکثر خاصة تحت ضغط الحکم المرکزی الذی ینفی قدرتها على تدبیر شؤونها وینزع عنها ای تمثیل سیاسی
تمثیل,خامسا: وهذا هو الاهم على المرکز ان یفکر جدیا بتداعیات الصمم عن سماع اصوات الاصلاح التی تنادی بنقل الحکم الى مرحلة جدیدة یکون فیها تمثیل سیاسی حقیقی لکل المجتمع وکافة المناطق عن طریق مجلس شورى منتخب یتمتع بصلاحیات سیاسیة حقیقیة ولیس مجلسا صوریا کما عهدته المجتمعات العربیة یکون دیکورا للسلطة السیاسیة التی تجرده من کل صلاحیات ما عدا البت بامور یمکن ان تحل على مستوى المناطق بکل جدیة ویکون لمجلس الشورى المنتخب ممثلون من کل المناطق والمجالس المحلیة المنتخبة
گماشتن,بنابراین ، عذرى در ترک اهتمام و همّت گماشتن نسبت به این امر براى تو باقى نمى ماند
واداشتن,ما به تلاش های خود برای به پاسخگویی واداشتن ایران برای اقدامات نامناسب زیادی که در آن دست دارد، ادامه می دهیم
ردکردن,ولی همین افراد خوب نیز حاضر نیستند خطای به مراتب کوچکتر آن‌ها همانند ردکردن یک چراغ قرمز و یا بوق زدن بی موقع و یا آب دهان انداختن شان در یک محل عمومی را کسی فیلم بگیرد و بعد دست به دست بچرخاند! بنابراین چگونه می‌توانیم یک خطا برملا شده دیگران را به راحتی بازنشر بدهیم؟! ما که حاضر نیستیم کوچکترین خطایمان را دیگران بدانند چگونه حاضر می‌شویم خطای بزرگ دیگران را به راحتی بازنشر بدهیم
سنجیدن,وی گفت: به اعتقاد متخصصان، تهیه این اطلس و انتشار کتاب‌های مستند سازی شده از گویش های محلی که کمک می کرد با سنجیدن شاخص گویش اقوام مختلفی که در سراسر کشور در کنار هم زندگی می کنند، به نسبت همگرایی یا واگرایی آنها پی ببریم
شتری,آیه شراء خداوند متعال می فرماید: « وَ مِنَ النّاسَ مَنْ یَشتری نَفْسَهُ ابْتِغاءَ مَرْضاتِ اللهِ وَ اللهُ رَءُوفُ بِالْعِبادِ»[4]برخی مردان اند كه از جان خود در طلب رضایت خداوند در گذرند و خداوند دوست دار چنین بندگانی است
خز,7- از خرید پوست و خز حیوانات و البسه تولید شد با استفاده از آن خودداری کنید
واداشتن,رئیس شورای فرهنگ عمومی استان خراسان شمالی به تحرک واداشتن مسؤولان برای رفع مشکلات محرومان را از کارکردهای اردوهای جهادی است، ادامه داد: وقتی مسؤولان درد مردم مستمند را دیدند باید برای رفع آن وارد میدان شوند
خز,برای ممنوعیت مزارع خز در کشور انجام شده است این
ساییدن,در نتیجه می توان پیش بینی کرد که زیاده روی در شست وشو و ساییدن پوست این نواحی با استفاده از لیف و کیسه و سنگ پا برای کاهش ضخامت پوست می تواند اثر معکوس داشته باشد
اوردن,خوبین ؟ (اگه نیستید برید پودرتون رو عوض کنین  )  این بازیای F2P اصابمو خورد کردن   خب شاید پیش خودتون بگین وخ (اره همون وخ معروف) گذاشتن بازی رو ساختن و از این شگرد هم برای پول در اوردن استفاده میکنن
نگاشتن,[9] ساحت اول دریافتنی است قابل گفتن و نگاشتن نیست
پزو,ولی بعضی به خاطر پزو مدرک دنیا خودشان را به آب و آتش می زنند
اهنگ,Rayman Origins PS3 خنده به همراه داستانی جذاب و دنبال شدی گرافیک زیبا و چشم نواز اهنگ ها بسیار زیبا کار شده است
شتری,و تریپس باغ های انگور مبارزه با لب شتری در
اهنگ,کنترل لبتاپ و کامپیوتر به صورت بیسیم کنترل از راه دور سیستم     با این برنامه به راحتی بدون نیاز به اینترنت یا هر چیز دیگه و فقط با WIFI می تونی کامپیوتر یا لبتابتو کنترل کنی ، اهنگ
اهنگ,"قابلیت های کلی برنامه : *کم و زیاد کردن صدای سیستم *قطع کردن کلی صدای سیستم *اجرای مدیاپلیر *اجرای مدیاپلیر و پخش پلی لیست مورد نظر *بستن مدیاپلیر *پلی یا متوقف کردن اهنگ , فیلم یا هر چیز در حال پخش *استاپ کردن اهنگ , فیلم یا هر چیز در حال پخش *رفتن به اهنگ , فیلم یا هر چیز در حال پخش بعدی یا قبلی و"
افسونگر,سخنگوی شورای صنفی نمایش خاطر نشان کرد: فیلم های «افسونگر» در گروه ماندانا و «بچه های جسور» در گروه آزاد نیز از چهارشنبه 6 بهمن ماه اکران خواهند شد
جاافتاده,بود كه در آنها دانشجويان تازه جواناني معمولا بين ١٩ تا ٢٥ ساله بودند و استادان، مردان و زناني ميانسال و كهنسال با ظاهري رسمي و جاافتاده
جاافتاده,بود كه در آنها دانشجويان تازه جواناني معمولا بين ١٩  تا ٢٥ ساله بودند و استادان، مردان و زناني ميانسال و كهنسال با ظاهري رسمي  و جاافتاده
ارام,وی درباره تحرکات منافقین هم گفت: دشمنان نظام ما هر  وقتی دستاوردی بدست می آوریم می روند دنبال آسیب زدن و این دستاوردهای  امروز کشور در حوزه امنیت و سیاسیت و منطقه طبیعی است که دشمنان ارام نمی  نشینند
ارام,پورمحمدی گفت: دستاوردهای امروزمان نظیر امنیتی بی  مثالمان و ارتقای سیاسی کشور باعث شده تا دشمنان به خصوص آمریکا و برخی  ورشکسته های منطقه ارام نباشند و از این ها بدتر اینکه دست به دامان مفلوک  ترین و بدبخت ترین گروه و خبیث ترین ها شده اند
پرکننده,عنوان پرکننده و افزایش دهنده استحکام و طول عمر لاستیک
گند,leonkennedy ليست دوستان تنها براي دوستان در دسترس ميباشد!   ليست کلوب ها تنها براي دوستان در دسترس ميباشد! سیستم و کنسول های شخصی       Nothing is real or a lie It all depends on the color of the glass you're looking through   Metal Gear Solid V: Ground Zeroes   Metal Gear Solid V: Ground Zeroes PS4 کاملا  بی نقص! و این است قدرت کوجیمایی! :دی حیف گیم پلی 1 ساعت بیشتر نبود بدجور منتظر سایلنت هیل استاد کوجیما و دل تورو هستم! زنده باد اسنیک!!!!! :دی 10 Watch Dogs PS4 این بازی شاهکار یوبیسافت بود! ولی تازگیا یوبیسافت داره گند میزنه :| چون یکبار هم تو کنسول نسل هفتمی بازی کرده بودم زیاد جذابیت نداشت ولی باز هم فوق العاده بود و پایان زیبایی داشت! همین :دی 9
گند,همه چی عالی بود! فقط بعضی از قسمت ها که داخل شهر بودیم جالب نبود! یکم تخیلی می شد که یک خون آشام داخل شهر حرکت کنه با اون لباسای موزونش :| :| :| :D 9 Dark Souls II Xbox 360 از نظر داستانی به نظرم خوبه ! ولی باز دوباره گند زدن به گرافیک
اگاهانه,یک خریدار باهوش و اگاه باشید خریداران اگاه درهنگام مذاکره بر سر قیمت، اگاهانه پیش می‌روند و برای بدست آوردن بهترین معامله، از قبل برنامه‌ریزی کرده و وقت می‌گذارند لذا به موارد زیر توجه کنید: – بدانید چه می‌خواهید و انعطاف‌پذیر باشید و لیست خود را به دو یا سه مدل که با نیازهای شما هماهنگ هستند محدود کنید
اژانس,انتخاب‌های جایگزین عبارتند از کارگزاران خودرو و اژانس‌های خریداران و باشگاه‌های خرید و خدمات انلاین
ساییدن,کمی خمیر دندان بر روی یک مسواک و یا پارچه‌ی کهنه بریزید و سپس شروع به ساییدن آن روی چراغ خودرو کنید
اهنگ,supports HTML5 video اهنگ شاد لری پنجشنبه ۲۶ مرداد ۱۳۹۶ - ۱۱:۴۴:۵۷ فرزاد - آپارات
جداشدن,این کار دارای عواید زیادی برای کلان‌شهری همچون تهران خواهد بود و منجر به جداشدن بند ناف شهرداری از درآمدهای حاصل از ساخت وساز شهری می‌شود
ارام,اما رسم معمول خانواده‌های شهدای گمنام است که مادر، تا روزی که پیکر فرزند را رد آغوش نکشد، شهادت او را باور نمی‌کند و ارام نمی‌گیرد
شیلینگ,به گزارش صبحانه روز گذشته هانس یورگ شیلینگ وزیر اقتصاد
شیلینگ,هانس یورگ شیلینگ با علی طیب نیا طرفین بر توسعه
امدن,» اکنون با گذشت سه سال از زمام داری  دولت روحانی می توان قضاوت کرد که آیا دولت توانسته به وعده هایش عمل کند  یا فقط آن وعده های قشنگ اقتصادی، اجتماعی، فرهنگی و سیاسی صرفا برای جلب  نظر و رای مردم بیان شده است و پس از روی کار امدن دولت روش دیگری برای  اجرای امور انتخاب شده است
امدن,پس از روی کار امدن دولت تدبیر و  امید به ریاست حسن روحانی اساتید جوان در دانشگاه علم و صنعت به یکباره  مورد هجمه واقع شدند و قراردادهایشان تمدید نشد و این شرط از طرف دانشگاه  گذاشته شد که باید این اساتید امتیازاتی بالاتر از حد متوسط گروه آموزشی  خود کسب کنند در حالی که آنها جوان بودند و دانشجوی دکتری نداشتند و باید  با اساتیدی که سابقه 20 سال تدریس داشتند رقابت می کردند و از آنها امتیاز  بالاتری هم بدست می آوردند! دانشگاه حتی در اقدامی غیر قانونی و  قبل از موعد 5 ساله برای بررسی سطح علمی اساتید جوان کاگروهی تشکیل داد که  این کارگوره باید در پایان سال پنجم استخدام اساتید شروع به کار می کرد
سیه,آقای کریمیان‌فرد پیرمردی ریزنقش و سیه‌چرده است با موهای فر  خاکستری که انگار پرده‌ای از خاک بر سرش کشیده شده است
فتوکپی,خیلی گشتند توی بایگانی،  نوشتند و فتوکپی گرفتند 10سال هم بهم تعلق گرفت که تو جنگ هم بودم، نوشتند  رفت تهران، اما نه پولش را داشتم نه می‌توانستم بروم دنبالش و کسی هم کمک  نکرد
فراگرفتن,در ضمن  دانشجویی که وارد این رشته می شود باید همیشه اطلاعاتش به روز بوده و به دنبال فراگرفتن مطالب جدید باشد
فراگرفتن,در ضمن  دانشجویی که وارد این رشته می شود باید همیشه اطلاعاتش به روز بوده و به دنبال فراگرفتن مطالب جدید باشد
امتیازدادن,حضور مسجدجامعی در راس یکی از مراکز مهم اسنادی می تواند در راستای امتیازدادن دولت به اصلاح طلبان قرار گیرد
جداشدن,او علت جداشدن از تسلا را این دانسته که این شرکت کاملا مناسب وی نبوده است
اهنگ,supports HTML5 video اهنگ فرار از زندان چهارشنبه ۱۱ مرداد ۱۳۹۶ - ۱۳:۵۳:۲۶ cartoonbox - آپارات
اهنگ,leak boy اهنگ
