word,sentence
یکسر,در حال حاضر قیمت بلیت هواپیما بر اساس آخرین نرخ مصوب بلیت پروازهای داخلی درجه اکونوم براساس مصوبه شورای‌عالی هواپیمایی کشوری محاسبه می‌شود که جدول آن بدین شرح است:  (نرخ‌های عنوان شده مربوط به یکسر پرواز در هر مسیر است و هزینه رفت و برگشت در هر مسیر دو برابر می‌شود
بینظمی,متن : آسیبهای اجتماعی به دسته ای از نابسامانی ها و ناهنجاریهای رفتاری افراد یک جامعه چه به صورت فردی یا  جمعی  اطلاق میشوند که ریشه در بینظمی ها، کژکارکردهای پدیده های اجتماعی و پیامدهای نامطلوب آنها دارد
سنجیدن,به نظر  می‌رسد عدم بیان شفاف مواضع اعتدال و توسعه برای ارزیابی شرایط نهایی  جناح‌های سیاسی و سنجیدن وزن اصلاح‌طلبان و رهروانی‌ها باشد
اوردن,gsm درود بر همه با توجه به اینکه حجم گسترده ای از مردم رو به بازی کلش اف کلنز اوردن برای بیشتر کردن دوستی بین اعظای انجمن کلن پارتل به نام partel
تاباندن,تکنولوژی ساده ای که در این فناوری نهفته است با تزریق ICG به بیمار و تاباندن نور بر پوست انجام می شود
فراگرفتن,رئیس مرکز آنست هلال‌احمر با اشاره به سن سگ‎ها برای ورود به مجموعه سگ‌های زنده‌یاب و فراگرفتن دوره‌های آموزشی بیان کرد: سگ‌ها از ٣-٥/٣ماهگی وارد مجموعه و آماده گذراندن دوره پایه‌ای می‌شوند که این دوره ٦ماه زمان می‌برد، سپس در ٩ماهگی وارد مرحله نمایشی می‌شوند
ردشدن,اگر به جدول سگ‌ها نگاهی بیندازیم، سگ نژاد بختیاری صدر جدول نژادی است؛ یعنی باهوش‌ترین سگ‌ها از نژاد بختیاری ایرانی هستند که حدود دو- سه‌سالی هم از این ژن استفاده کردیم و خوب هم جواب گرفتیم اما به دلیل ردشدن این سگ‌ها ازسوی مردم از این موضوع صرف‌نظر کردیم
دورکردن,وی با بیان اینکه « رژیم اسرائیل در یک ماه گذشته اهتمام زیادی به برگزاری دهمین سالگرد پیروزی مقاومت بیشتر از برخی لبنانی ها داشته است»، خاطرنشان کرد: بزرگترین هدف جنگ 33 روزه از دورکردن مقاومت از مرزها، کشتار زیاد ، خلع سلاح و نابودی مقاومت و در نهایت ایجاد خاورمیانه جدید بود
فراش,اداره احتسابیه دو شعبه داشت؛ «احتساب» و «تنظیف» که هر کدامشان عده‌ای نایب و فراش و رفتگر داشتند
علفی,گل گاوزبان یک گیاه علفی به طول 70 – 40 سانتی‌متر است
علفی,گیاه بابا آدم گیاهی علفی است که در برخی مناطق مرطوب و معتدل ایران به صورت وحشی می‌روید
ضربی,موسیقی به دو بخش تقسیم می‌شود: موسیقی ضربی و موسیقی بی ضرب
ضربی,موسیقی ضربی به موسیقی‌هایی گفته می‌شود که دارای وزن باشد
ترسیدن,به جای ترسیدن از شکست احتمالی بهتر است از دیگران در مواقع ضروری کمک بخواهید و با این کار قوی تر از همیشه شوید
امدن,اما با شخصیت بی پروایی نظیر ترامپ چه  کسی میتواند بگوید این شرایط امکان وقوع دارد؟ در این مورد ترامپ تنها در شرایطی قدرت را ترک خواهد کرد که مثل ویلیام  هنری که 31 روز بعداز روی کار امدن در سال 1841 قدرت را ترک کرد (از مننژیت  مرد) یا مثل جیمز کارفیلد که در سال 1881 بعد از 199 روز قدرت را ترک کرد  (بر اثر اصابت گلوله در یک سو قصد به جان رییس جمهور جان باخت)
کشدار,البته این پف پنهانی و دور از چشم نبود، حتی آن را در برابر مشتری انجام می‌دادند که دیگران هم ببینند، آنها چه هنری دارند و با یک پفِ کشدار می‌توانند چندین دیزی را از جوش بیندازند! دیزی‌پزها هم مثل غذاپزی‌های دیگر غذا بیرون هم می‌فرستادند، اما مشتری‌ها برای دیزی و قابلمه‌هایی که بیرون می‌بردند، به اندازه قیمت دیزی و سینی، می‌بایست پول گرو می‌گذاشتند، اما برای کسبه همسایه و آشنایان کمتر پای پول وسط می‌آمد و به جای آن ابزار کار یا چیزی را گرو می‌گذاشتند؛ مثلا اگر غذا برای خیاط برده می‌شد، قیچی و اگر برای نجار برده می‌شد تیشه یا اره گرو بر می‌گشت رسمی که مدت‌ها میان دیزی‌پزی‌های بازار رایج بود
اژانس,برجام از روز شنبه با اقدامات مشترک ایران و کشورهای موسوم به 5+1 و اژانس انرژی اتمی از روز شنبه آغاز و تحریمها 26 دیماه 94 برداشته شد
بلندشدن,برای بلندشدن از روی صندلی خودتان را روی صندلی به جلو بیاورید
فراش,جان فراش از هالیوودریپورتر در این باره گفت: «اثر محبوب من در هفتادمین دوره جشنواره کن فیلم «تپش در دقیقه» درباره فعالان اجتماعی در زمینه ایدز است
فراش,فراش درباره این فیلم گفت:‌ «فیلم برادران سفدی را خیلی دوست داشتم
سیه,در حال حاضر اشتباهی استراتژیکی کرده و نقش یک وکیل کلاهبردار را بولد نموده اند که مطمینا بعد از نامه ریس کانون وکلا یا این نقش حذف شده و یا به نوعی در قسمتهای بعد فهمانده خواهد شد که اصلا این فرد وکیل نبوده و خودرا وکیل جازده است چون هزینه حاشیه برای وکلا خیلی بیشتر از پزشکان میباشد بواسطه قدرت برخورد قانونی سریع این صنف الغرض نتیجه اینکه کاش افرادی دلسوز و منتقد واقعی پرچمدار انتقاد سازنده در این کشور میشدند و نه پرچمداران سرمایه و پول و اینکه رسانه ها نیز با نگاه عمیقتر به نوعی سربازان بی جیره و مواجب این جنگ روانی این سرمایه جمع کن ها نمیشدند و حداقل در قبال طرفداری از سریال حاشیه تقاضای برنامه ای پرمحتوا و نقدی بدردبخور و از همه مهمتر شفاف سازی رقم قرارداد خود با صدا وسیما و شرکتهای تبلیغاتی میکردند تا سیه روی شود انکه در اوغش باشد کارشناس ارشد علوم ارتباطات اجتماعی كامبيز
یکسر,دنیایی که  فرهادی تصویر می‌کند، اما، یکسر سیاه نیست
برپاکردن,در کل درصدد برپاکردن جنبشی اجتماعی برای حل مسایل اجتماعی باشند
ایین,به گزارش تسنیم، وزیر راه و شهرسازی 17 بهمن سال 94 در ایین  آغاز عملیات اجرایی برقی کردن راه‌آهن تهران-مشهد با بیان این‌که زمان بسیار خوبی برای افتتاح پروژه‌ها و آغاز عملیات اجرایی برقی‌سازی مسیر تهران-مشهد است٬ ابراز امیدواری کرده بود با اجرای این برنامه‌ها به اهداف حمل و نقلی کشور دست یابیم و ادعاهای مطرح شده در این خصوص را به اثبات برسانیم
ترسیدن,۷- زنگ‌خورهایی با ترس کم‌تر! استفاده از صدای زنگی که به اندازه کافی بلند باشد تا بتوانید آن را بشنوید یک چیز عادی محسوب می‌شود، اما بعضی وقت‌ها استفاده از صدای بلند می‌تواند به‌راحتی موجب ترسیدن و یا شوکه شدن شما شود، در گوشی‌های اکسپریا قابلیتی وجود دارد که با فعال کردن آن صدای زنگ از سطحی پایین شروع می‌شود و به تدریج افزایش می‌یابد، برای فعال کردن این قابلیت می‌توانید مسیر زیر را طی کنید: Settings > Call > Increasing Ringtone ۸- ویژگی‌های خاص خانواده اکسپریا Z5 مجهز به ویژگی‌های خاص بسیاری هستند اما برخی از آن‌ها به‌طور پیش‌فرض فعال نیستند و شما می‌بایست ابتدا آن‌ها را فعال کنید تا قادر به استفاده از آن‌ها باشید
جاافتادن,، بااین‌حال در اين سال‌های اخیر جاافتادن و فراگیرشدن واژه‌هایی که فرهنگستان ساخته است چندان موفق نبوده و بیشتر دستمایه جوک و لطیفه‌سازی در فضای شبکه‌های اجتماعی و رسانه و برنامه‌های طنز تلویزیونی شده است
جاانداختن,تلاش‌ها برای جاانداختن واژه‌های جایگزین فارسی البته کم نیست، اما هنوز آن‌طور که باید، به نتیجه نرسیده است؛ به‌عنوان‌مثال از ابتدای سال تحصیلی جدید، مدیران آموزش‌وپرورش تصمیم گرفتند در همه کتاب‌های درسی ازجمله زیست‌شناسی و
جگری,لوبیا چیتی ۹۰۰  گرمی ۸۸۰۰ تومان، لپه ۹۰۰ گرمی ۶۰۰۰ تومان، لوبیا قرمز ۷۵۰۰ تومان، عدسی  ۷۰۰۰ تومان، نخود ۴۳۰۰ تومان، لوبیا جگری ۷۵۰۰ تومان، لوبیا کشاورزی ۱۰  هزار و ۸۵۰ تومان و لپه باقلاسبز ۵۰۰ گرمی ۱۰ هزار و ۹۵۰ تومان است
اوردن,<br /> به نظر می‌رسد سایر خودروسازان با حرکت آهسته تری در حال روی اوردن به این فناوری هستند که البته در این میان جنرال موتورز نخواسته است تا از رقبای خود عقب تر بماند
سیه,این عضو کمیسیون آموزش و تحقیقات مجلس در تذکری به رییس سازمان گردشگری و میراث فرهنگی کشور، خواستار رفع مشکلات زیرساختی شهرستان‌های کاشان و آران و بیدگل شد و افزود: استحکام آبشار نیاسر کاشان، باغ تاریخی فین و تپه سیه و اکتشاف و استحکام شهر زیرزمینی نوش‌آباد و سفیدشهر را دستور کار قرار دهید
واداشتن,یعنی فاو را در قالب منطقه‌ای در جغرافیای عراق می‌دیده که بنا به مصالح جنگ و برای واداشتن صدام حسین به پرداخت خسارت و خودداری از حمله مجدد در اختیار ایرانی‌ها بوده است نه اینکه ما و عراق نداشته باشیم و مرزهای جغرافیایی در دنیای مدرن را به رسمیت نشناسد و همه را ذیل «امت» تعریف کند
گند,آموزش و پرورش آذربایجان‌غربی اعلام کرد: در شهرستان اشنویه در بخش جنوبی (منطقه نالوس) به دلیل طغیان رودخانه و مسدود بودن راه اصلی وبخش شمالی (روستاهای گند ملاعیسی، دوستک، لولکان، رشگند، گلاز، شیوه بیرو) به دلیل جاری شدن سیل در داخل روستاها، تمامی مقاطع تحصیلی در مناطق و روستاهای ذکر شده در روز شنبه ۲۶ فروردین ۹۶ در نوبت صبح  و بعد از ظهر تعطیل است
علفی,بخش تغذیه و آشپزی تبیان اصغر عباسی پژوهشگر طب سنتی در گفت و گو با خبرنگار حوزه بهداشت و درمان گروه علمی پزشكی باشگاه خبرنگاران جوان؛ با بیان اینکه آویشن درختچه ای کوتاه و پر از شاخه های علفی و جزء خانواده گیاه نعناع است، گفت: این گیاه برای بهبود و درمان بیماری ها استفاده می شود و یک آنتی اکسیدان قوی برای حفظ چربی های بدن در برابر آسیب رادیکال های آزاد است
انباشتن,- از انباشتن زیاد مواد غذایی در روغن اجتناب کنید، زیرا باعث می‌شود حرارت روغن پایین بیاید و روغن قبل از تشکیل لایه عایق به داخل غذا نفوذ کرده و غذا چرب شود
علفی,گشنیز و رفع یبوست این گیاه علفی در تمام مناطق ایران رشد می‌کند
نگاشتن,حال و در اینجا این نوع نگاشتن، خواندن، روایت‌کردن، دیدن، مدیریت و تولید بدن، همگی در خدمت یک گفتمان بود؛ گفتمان زیباشناختی
دریده,وی اظهار کرد: در جستجوی اولیه برای گوسفندان رمیده لاشه 10 راس گوسفند دریده شده توسط گرگ ها پیدا شد
شتری,در واقع کینه شتری ندارم
سنجیدن,بنابراین با استفاده از خمیر مرغ مخالفت کردیم و هنوز هم مخالف هستیم چراکه امکان سنجیدن صحت و سلامت آن وجود ندارد
گند,حتی یکبار صدا وسیمای به شدت محترم بیش از یک ساعت از  پربیننده ترین زمان خود را به پخش جشن پدیده شاندیز اختصاص داد، اما  مدیونید اگر فکر کنید حالا که گند کار در آمده و بسیاری از مردم بینوا که  به هوای سرمایه گذاری و سود، نقدینگی مختصر خود را در این چاله بزرگ ریخته  اند، صدا وسیما باید از مردم عذرخواهی کند! نخیر
کوفتن,جدایی دادگاه خانواده و کوفتن صدای چکش قضاوت برای کات
ارام,سازمان همکاری‌ های اقتصادی آسیا- اقیانوس ارام (اپک) یک گروه اقتصادی 21 عضوی شامل استرالیا، برونئی، کانادا، شیلی، چین، هنگ کنگ، اندونزی، ژاپن، کره جنوبی، مالزی، مکزیک، نیوزیلند، پاپوآ گینه نو، پرو، فیلیپین، روسیه، سنگاپور، تایوان، تایلند، آمریکا و ویتنام است
شتری,شتری که دم در خانه هر مربی و مدیری می‌خوابد! کد خبر: ۳۷۵۱۰ تاریخ انتشار: ۲۶ بهمن ۱۳۹۳ - ۱۴:۰۱ هیچ کس باور نمی کرد یک روز هواداران پرسپولیس علیه علی پروین شعار حیا کن، رها کن سر بدهند اما وقتی سلطان قلب ها به سلطان قبل ها تبدیل شد و دیگر آن اقتدار و اعتبار گذشته را نداشت
شتری,یادتان باشد «حیا کن، رها کن» شتری است که دم در خانه هر مربی و مدیری می خوابد، دیر و زود دارد، سوخت و سوز ندارد
سیه,"اگر برادران بازنشر کننده این گفتگو مدعی هستند که در جریان این اقدام معاونت در آن زمان بوده اند که باید کلاهشان را بالاتر گذاشته و بر شرف و غیرتشان درود فرستاد که تاکنون دم برنیاورده اند! و گرنه با چه مجوز اخلاقی و شرعی به خودشان اجازه می دهند با انتشار این یاوه گویی ها که زاییده ذهن های متوهم و مالیخولیایی است جامعه را در معرض ناامنی روانی قرار دهند؟واقعا در این اتاق فکرهایی که با هزینه های گزاف تشکیل شده چه می گذرد؟ اگر ماحصل فکرهایشان این سناریوها باشد، باید گفت بیش از آنکه شعور مخاطب را نشانه رفته باشد، از شیرینی عقل هایشان پرده برمی دارد!!! در پایان ضمن محفوظ دانستن حق پیگیری حقوقی و قضایی برای این معاونت، جهت تنویر افکار عمومی در آستانه تصمیم مهم و سرنوشت ساز و انتخابی آگاهانه، برای چندمین بار یادآور می شود که در قالب برنامه کاری مشترک (برونداد پنجم) در قالب پنجمین برنامه کشوری حتی یک سطر اطلاعات (چه برسد به اطلاعات زنان مطلقه ۲۰-۲۵سال که تاکنون در جایی تجمیع نشده است!) در اختیار دفتر صندوق جمعیت ملل متحد قرار نگرفته است و در صورت اصرار بر این اتهام اثبات آن طبق اصل ""البینه علی المدعی""، با مدعیان دروغین است تا سیه روی شود هر که در او غش باشد"
اهنگ,انصافا دور و برم هرچی نگاه میکردی چیزایی بود که می شد بپرستیش ( مثل درخت، کوه، ستاره و سنگ که باید اضافه کنم قضیه اهنگ گل سنگم هم همین بود)
خز,برای مثال: نام کاربری قبلی xXxX نام کاربری جدید ZzZz: من از اسم قبلی خوشم نمیومد و خز بود و دوست داشتم عوضش کنم
خز,بعد از ایشان افراد زیادی به خاطر حمایت از زبان جاپونی اسم خود جاپونی کردند (بزارید ساده بگم، خز کردن رفت   )
اهنگ,نمایش موارد بر اساس برچسب: اهنگ اگر اهل گوشی دادن به موسیقی هستید در ادامه با همراه باشید
فکرکردن,این آرزو از کودکی با من بود چون می‌دانستم که چنین بچه‌هایی سختی‌های زیادی را تحمل می‌کنند و خدا را شکر ما توانستيم قوی باشيم و خودمان را بزرگ کنیم و باز این احساس را داشتم که من خیلی خوشبختم که با برادرهایم همدیگر را داریم و خیلی‌ها هستند که هیچ کس را ندارند و در کشورهایی هستند که از فقر و نداشتن غذا می‌میرند و فکرکردن به این موضوعات در کودکی من را اذیت می‌کرد و همیشه منتظر بودم که بزرگ شوم و بتوانم کمک به بچه‌های یتیم را انجام دهم
افسونگر,نه تنها ساحل های این شهر افسونگر و زیبا هستند، بلکه غذاهای دریایی این منطقه نیز عالیست و نمی توان به راحتی از آنها چشم پوشید
شتری,مناظر هنری– اسکاتسداله، آریزونا در فاصله چهار مایلی از شمال غرب ساگارو (۱۰ دقیقه با اتومبیل)، کوه کوهان شتری را خواهید – یکی از جاذبه های گردشگری منطقه، جایی که کوهنوردها حدود ۳۹۰ متر را از میان صخره هایی با سنگ های قرمز صعود می کنند و پاداش تحمل خستگی راه، تماشای مناظر فوق العاده عالی دره زیر پا است
پزو,طبق اظهارات منتشر شده، اولین کسانی که با این صحنه مواجه شده و موفق به جمع کردن پول‌های شناور بر روی آب رودخانه شده‌اند کارگرانی بودند که به جمع آوری مصالح برای ساختمان‌ها اشتغال دارند؛ برخی از آن‌ها تاکنون نیم میلیون پزو معادل 156 دلار پول جمع کرده‌اند
خواباندن,اما در مورد چرایی تقدم غض بصر بر حفظ فرج سید قطب می نویسد : « حفظ فرج پی آمد طبیعی خواباندن چشم است و گامی است در استواری اراده و هوشیاری در حفاظت از افتادن در گناه و تسلط بر خواهشهای نفسانی ، از این رو بین آن دو ، در یك آیه جمع كرده تا نشان دهد یكی سبب و دیگری نتیجه آن است
ترسیدن,در  این مسیر هر گونه بی‌مهری و اطاعت‌ناپذیری از رهبر معظم انقلاب اسلامی  حضرت آیت‌الله امام خامنه‌ای کج‌روی و میدان دادن به نااهلان و نامحرمان و  ترسیدن از قدرت پوشالی استکبار جهانی بوده، خیانت بزرگی است که باید در  مقابل خداوند بزرگ و متعال پاسخگو باشند
ترسیدن,ترسیدن در کنار خانواده، به استحکام روابط کمک می‌کند نتایج تحقیقات دانشمندان نشان می‌دهد که جمع‌های خانوادگی و دوستانه، پس از تجربه‌ی یک اتفاق هیجان‌انگیز در کنار یکدیگر، پایدارتر خواهد شد
پیچاندن,یعنی مثل سازهای زهی که با پیچاندن گوشی‌ها کوک آن قابل تغییر است، نمی‌توان چنین کاری کرد
فکرکردن,فکرکنم منتقدين فکرکردن منظور همين نردبامي است که باهاش مي رن بالا پشت بوم تا ديش تنظيم کنند تا صداي دنياي آزاد رو بشنوند
سنجیدن,چتری که به شما خواهد گفت چه زمانی آن را با خود حمل کنید! ۱۳۹۵/۰۴/۱۴ 84 بازدید کد مطلب : 295668 وسایل هوشمندی را دیده ایم که هوشمندی آنان به واسطه ی یک نرم افزار نصب شده بر روی گوشی هوشمند فراهم می شود ، یعنی در واقع این دستگاه ها به خودی خود هوشمند تلقی نخواهند شد ، تا به امروز چتر هایی تولید شده اند که به واسطه ی استفاده از نرم افزار مخصوصشان که بر روی گوشی هوشمند کاربر نصب می گردد می توانند به پیش بینی وضعیت جوی بپردازند ، اما اگر شما نخواهید پای گوشی خود را به این پروسه باز کنید چه اتفاقی می افتد؟ TARAbrella چتری به معنای واقعی هوشمند است که تولید کنندگان آن نیاز به گجت هوشمند را در آن حذف کرده اند و خود چتر به تنهایی به شما خواهد گفت که چه زمانی به آن نیاز خواهید داشت ، وقتی در خانه هستید TARAbrella بر روی داک شارژ خود که به دیوار متصل است قرار می گیرد  ، وقتی چتر بر روی داک شارژ قرار دارد از طریق سنسور فشار سنج دیجیتالی خود به طور پیوسته فشار هوا را مورد سنجش قرار می دهد ، علاوه بر سنجیدن فشار هوا TARAbrella هر ۳۰ ثانیه یک بار میزان رطوبت هوا را هم می سنجد و سپس میکروپردازنده ی تعبیه شده در این گجت اطلاعات ذخیره شده از سنسور های خود را مورد تجزیه و تحلیل قرار خواهد داد و از این طریق این چتر هوشمند به شما می گوید که آیا بری بیرون رفتن نیازی به آن پیدا خواهید کرد و یا نیازی به حمل آن نخواهید داشت
کشدار,"کد خبر: 065114 سه شنبه، 6 آبانماه 1393 15:36 October 28, 2014 اختلاف‌نظرهای کشدار برای یک ادغام منبع: ایسنا شورای عالی فناوری اطلاعات که در سال 84 و بر اساس ‌قانون وظایف و اختیارات وزارت ارتباطات و فناوری اطلاعات با هدف سیاستگذاری و تدوین راهبردهای ملی در قلمرو فناوری اطلاعات، تدوین برنامه‌ها برای توسعه‌ پژوهش‌های بنیادی و کاربردی در قلمرو فناوری اطلاعات رسمیت یافت، هفته گذشته از سوی کمیسیون صنایع کان لم‌یکن شمرده شد"
خواباندن,عبداللهیان همچنین بابیان اینکه برای کشورهای درحال‌توسعه این معادله باید برعکس شود، ابراز داشت: بودجه کشور روی قیمت ناپایدار نفت بسته می‌شود و بدون ثبات و به‌صورت سینوسی حرکت می‌کند و گاهی با تحریم‌هایی که وجود دارد سبب خواباندن چرخ اقتصاد کشور می‌شود لذا یک پیوست فرهنگی باید زمینه ‌کار مالیات وجود داشته باشد
جاافتاده,در  جاافتاده‌ترین دموکراسی‌ها هم که نگاه کنید، ممکن است از این دست اتفاقات  رخ دهد
بیتوجهی,در دولت اوباما سیاست آمریکا در سوریه تمرکز بر شست داعش و بیتوجهی به اسد و حفظ هم پیمانان آمریکا از مبارزه علیه یکدیگر بود
اجراکردن,در پروسه تولید و پخش یک برنامه تلویزیونی، چند مرحله برای دقت‌نظر در ظاهر و باطن برنامه وجود دارد که می‌توان در هر مرحله، از بروز اشتباه جلوگیری کرد: الف) نوشتن متن و کنترل‌کردن آن؛ ب) اجراکردن و نظارت بر آن؛ ج) تصویربرداری و دقت در آن؛ د) تدوین‌کردن و دقت در آن و بالاخره ح) کنترل در پخش و نشان‌دادن حساسیت درباره جمله‌به‌جمله آن
جداکردن,شهید محسن حججی 25 ساله از افراد خیر نجف آباد و مدافع حرم بود که مرداد امسال در نبرد با تکفیری های داعش در منطقه مرزی بین عراق و سوریه به اسارت نیروهای داعش درآمد و پس از دو روز اسارت تکفیری های داعش با جداکردن سر از بدن او را به شهادت رساندند
ضربی,ارکستر سمفونیک قطعا نمی‌توانست با ۲۰ نفر کنسرت بدهد، چون تعداد نوازندگان گروه زهی، بادی، ضربی و غیره مشخص است و ما از رهبر بگیرید تا کوچک‌ترین جزئیات، هیچ چیز استانداردی نداشتیم
جداشدن,انقلابی گری یعنی شناخت عناصر خسته، مانده و واگرا و عناصر پشیمان از گذشته و جداشدن از آنها
امدن,این  پژوهشگر دانشگاه شهید مدرس ، بی غیرتی برخی مردان را عاملی برای بی حجابی  زنان دانست و خاطرنشان کرد: سوال اساسی اینجا مطرح می‌شود که چرا همه اما و  اگرها به بی حجابی زنان و دختران سوق داده می‌شود و چرا در رابطه با بی  غیرتی برخی مردان سخن به میان آورده نمی‌شود؟ غیرتی که عدم آن عامل  بسیارمهم در به وجود امدن بی حجابی‌ها در جامعه امروزی است
واداشتن,ما از دولتهای اسلامی و عربی انتظار داریم از همبستگی مردمی ایجاد شده با مسجد الاقصی برای اتخاذ مواضعی همسو با خواسته‌های ملت فلسطین و ملت‌های اسلامی و عربی مبنی بر واداشتن رژیم غاصب صهیونیستی به توقف تجاوزات علیه این مسجد استفاده کنند
واداشتن,ما امروز مقابل فرصتی تاریخی برای واداشتن رژیم اشغالگر صهیونیستی به توقف تجاوزاتش علیه مسجد الاقصی و مداخله نکردن در امور آن از طریق تکامل تلاشها و اعمال فشارهای رسمی و مردمی بر این رژیم قرار داریم
نگاشتن,به گزارش سرویس بسیج جامعه زنان کشور خبرگزاری بسیج ، فلسفه حجاب؛ واکاوی حکمت و فواید پوشش اسلامی نویسنده: حسین مهدی‌زاده انتشارات: مؤسسه آموزشی و پژوهشی امام خمینی(ره) چاپ اول؛ 1390 نویسنده  در مقدمه کتاب درباره ضرورت نگاشتن چنین کتابی عنوان کرده است: «اخیراً  درباره اهداف دین، مقاصد شریعت و ملاک‌های احکام به طور عام کتاب‌هایی  نگاشته شده است، اما تا جایی‌که نگارنده فحص، جست‌وجو و مطالعه کرده است،  به جز مقالات مختصر و اندکی که به‌طور کلی برخی از حکمت‌ها و فواید حجاب  اسلامی را بیان کرده‌اند، به طور خاص درباره هدف و فلسفه حکم فقهی حجاب  اسلامی کار پژوهشی مستقل و جامعی انجام نشده است»
تمثیل,این  پژوهشگر به نظریات و تمثیل‌های افلاطون اشاره کرد و افزود: افلاطون با  استفاده از این تمثیل‌ها اندیشه‌های بسیار عمیقی را در فلسفه غرب وارد کرده  و باعث شده است که ما فکر کنیم که نفس اساساً چند جزئی است و عواطف، بد  هستند و این گزاره در فلسفه باقی مانده است
بیصدا,عروسکی سفید رنگ گوشه تخت افتاده و دختری� که نامش کیمیاست آرام و بیصدا� کنار عرسک خوابیده
نگاشتن,اما به نظر می‌رسد این آیین‌نامه باید تببین می‌شد و اکتفا  به نگاشتن یک آیین‌نامه نیازهای ما را تأمین نمی‌کند
ایین,مدیر در مان تامین اجتماعی استان مرکزی در ایین آغاز عملیات اجرایی کلینیک تخصصی درمان کارگران و بازنشستگان شهرستان زرندیه گفت: این مرکز درمانی در زمینی به وسعت سه هزار و 400متر مربع با زیر بنای سه هزار و 300 متر مربع در سه طبقه ساخته می شود
