word,sentence
ترسیدن,کد خبر: ۸۸۴۹۴۴۱   تاریخ انتشار: ۱۳۹۶/۰۱/۳۰ امام خامنه‌ای در دیدار فرماندهان ارتش: ترسیدن از اخم دشمن،اول بدبختی است/ انتخابات باید سالم،با امنیت،با سلامت و با گستردگی انجام بگیرد و کارکنان ارتش تأکید کردند امروز تقویت اقتصادی نقطه کلیدی
تاباندن,"ایران یک ماهواره جاسوسی سیا را کور کرده است خبرگزاری فارس , 26 آذر 1390 ساعت 10:16 منابع اطلاعاتی اروپایی که ساینس مانیتور نامی از آنها نبرده است گفته‌اند که ایران توانسته است با تاباندن اشعه ی لیزر یک ماهواره ی جاسوسی آمریکایی را از کار بیندازد"
تاباندن,به گزارش رسانه ایران، خبرگزاری فارس در این رابطه خبر داد، منابع اطلاعاتی اروپایی که ساینس مانیتور نامی از آنها نبرده است گفته‌اند که ایران توانسته است با تاباندن اشعه ی لیزر یک ماهواره ی جاسوسی آمریکایی را از کار بیندازد
کشدار,2- نظر مخاطبان درباره پایان «شاهگوش» «شاهگوش» به واسطه حجم تبلیغات و مانور زیاد روی کاراکتر «شب نما» خیلی خوب شروع کرد اما در ادامه و با کشدار شدن داستان، بخش عمده ای از مخاطبانش را از دست داد
گماشتن,اطرافیان ترامپ به دنبال تغییر رئیس کل بانک مرکزی آمریکا 4 تير 1396 ساعت 16:18 در حالی که بانک مرکزی آمریکا سال‌هاست تلاش می‌کند تا خود را به دور از رقابت‌های سیاسی نگه دارد، اما به نظر می‌رسد برخی اطرافیان ترامپ به دنبال تغییر رئیس کنونی و گماشتن مهره خود در این سمت هستند
گماشتن,در حالی این مشاوران به دنبال برکناری یلن و گماشتن گزینه موردنظر خود هستند که پیشتر رئیس خزانه‌داری آمریکا اعلام کرده بود که دولت ترامپ به دنبال تغییر رئیس کل بانک مرکزی این کشور نیست
کوفتن,پس از آقای بروجردی، شب پرستان، به انکار خورشید نشستند و بر آن شدند که این کانون پرخروش را به بوته فراموشی نهند و بی⁭اعتنای به حوزه، دست به کار شوند و هر کاری را که از بیم آقای بروجردی، ناتمام گذارده بودند، تمام کنند؛ امّا غافل از این که حوزه بر پایه هایی استوار بود که در هم کوفتن آن⁭ها به آسانی ممکن نبود
درخشیدن,بودند برخی پیشنهادهای جدید گازی شروع به درخشیدن کرده است
فراش,یک گزارش باور پذیر بنویسید تجدید فراش کیروش در ایران
نگاشتن,این روز، پاسداشت پرچمداران وادی قلم و آگاهی است؛کسانی که به حرمت قلم، سعی در نگاشتن حقیقت دارند و برای دسترسی، تولید، توزیع و انتشار صحیح اطلاعات از هیچ کوششی دریغ نمی‌ورزند
درخشیدن,سیرۀ تبلیغی حضرت زینب (س) حضرت زینب(س)یکی از بانوانی است که اگرچه تاریخ درخشیدن بی نظیر او پس از کشته شدن برادرش در کربلا را نتوانسته مخدوش یا گم کند، امّا از شرح حال این بانوی فاضلة فرزانه پیش از این واقعه و پس از آن، اخبار موثّق و زیادی در دست نیست
اهنگ,4 برای ویرایش بازی gtaiv گذاشتم اینبار یه اموزش کوچولو از نرم افزر رو میزارم امیدوارم خوشتون بیاد اول از همه باید بازی gtaiv رو رو سیستمتون نصب کنید وگر نه این نرم افزار باز نمیشه بعد از این که بازی رو نصب کردید نرم افزار رو اجرا کنید و روی دکمه که لوگوی بازی gta iv رو داره همون Browse رو بزید تا به صورت اتوکاتیک محل نصب بازی رو پیدا کنه بعضی وقته نمیتونه پیدا کنه وبرای شما پنجره ی باز میشه که باید خودتون ادرس بدین که تا اینجا کاری نداره برای دست کاری اهنگ ها و صدا که کاری نداره بعد از بالا اومدن پوشه ها روی پوشته sound و یا music کلیک کنید و اهنگ ها رو از طریق export رو هارد خودتون ذخیره کنید و یا برای اینکه اهنگی رو جایگزین کنید یه اهنگی رو از هاردتون با همون نام و فرمت با دکمه import وارد پوشه مربوطه کنید این قظیه برای بقیه فایل ها صدق میکنه بعد از جا سازی کردن فایل هاتون دکمه قرمز رنگ رو که یه تیک روش داره یا همون rebulid رو میزنیم تا دوباره ذخیره بشه و بازی جاسازی بشه برای جا سازی ماشین ها ميري  به Grand Theft Auto IVpcmodelscdimagesvehicles
جداکردن,ناتوانی اصولگرایان اصیل از جداکردن مسیر خود از تندروها، عامل دیگری شده است که این جریان هر چه بیشتر از وحدت دور شود
طفیلی,کد خبر: ۸۸۵۶۶۳۹   تاریخ انتشار: ۱۳۹۶/۰۲/۱۷ خلقت طفیلی سر اوست تمام هستی او این علی اکبر
جازدن,مردی که به جرم                 جازدن خود در فیس بوک                 به جای شاهزاده                 مراکشی دستگیر شد در آمریکا ساختن صفحه                 و پروفایل در دنیای                 مجازی به نام افراد                 مشهور امری عادی به                 شما می رود و شما با                 جستجوی نام افراد                 مشهور می توانید ده                 ها صفحه پیدا کنید که                 به نام چنین افرادی                 ساخته می شود
گبر,حمام آبگرم مرتضی علی، با 1500 سال قدمت در این منطقه و در دیواره دره‌ها حفر‌ه‌ها و کانال‌هایی به نام خانه‌گبر وجود دارد که احتمالا قدمت آن به دوران ساسانیان می‌رسد
گبر,در طبس به این مکان‌ها خانه گبر می‌گویند، از آنجایی که گبر همان زرتشتی‌ها هستند و دوران آن‌ها به پیش از اسلام بر می‌گردد به احتمال زیاد بنای این تونل‌ها و اتاقک‌ها به دوران ساسانیان بر می‌گردد
خز,به یاد داشته باشیم که مطابق پیش‌نویس طرح جامع مسکن ، ما با تعداد دو نیم میلیون خانوار شهری کم‌درآمد  فاقد خانه شخصی و یا اصطلاحاً زیر خز فقر مسکن در کشور مواجه هستیم
بیصدا,همانطور که خیره به یک نقطه حرف می‌زد هر از گاهی چشمانش دیگر اشکهایش را تحمل نمی‌کرد و بیصدا و بدون اینکه حرفش را قطع کند بی‌اختیار اشک‌هایش بر پهنه صورتش می‌نشست
جاانداختن,"com/Feed""></script> خبرهای نظام مهندسی ساختمان سراسر تلاش برای جاانداختن گفتمان بازآفرینی‌شهری در بین مهندسان   ترابر نیوز   ۳ روز پیش ترابر نیوز:      به گزارش پایگاه خبری وزارت راه و شهرسازی، اصلاح عناوین و سرفصل‌های دوره‌های آموزشی ارتقای پایه پروانه اشتغال به کار مهندسی در دو رشته معماری و شهرسازی به همت دفتر مقررات ملی وکنترل ساختمان و همچنین شرکت عمران و بهسازی شهری ایران چندی است که در دست بررسی است و این دو مجموعه"
مسیول,محرمعلی والدی فرمانده سپاه ناحیه امام سجاد ع و مسیول
پزو,برچسب ها سوخت و کاهش 11 درصدی ارزش پزو در برابر دلار
اهنگ,(project spark هم لینک ign بود) ببخشید اونارو چون جدید گذاشته بودم چک نکردم عذر میخوام بابت دانلود دوباره:دی   لینک رو بعداز آپلود میزارم حتما!       اسم اهنگ everybody wants to rule the world  هست از lorde  برای فیلم hunger games catching fire  هم هست یه سرچ کنید پیدا میشه   لینکشو گذاشتم لازم به سرچ نیست     Hannibal Lecter:   People don't always tell you what they are thinking
سنجیدن,به نظر می‌رسد سنجیدن عملکرد دولت یازدهم  در این مدت غیر منصفانه باشد
امدن,کد خبر: ۹۸۶۲۹   تاریخ انتشار: ۱۳۹۶/۰۱/۱۷ محرمانگی اطلاعات در تنظیم سند جلوگیری از به وجود امدن
جابهجایی,اما آیا همواره اینگونه است؟ مثال بارز کار تیمی در رابطه با جابهجایی جسمی سنگین است که انجام آن بهصورت انفرادی بسیار سخت است اما هنگامی که چند نفر به طور همزمان به آن نیرو وارد کنند کار راحتتر و سریعتر انجام خواهد شد
تمثیل,سخنان روز دوشنبه حسن  روحانی در جمع روسای نمایندگی های جمهوری اسلامی در خارج از کشور، در  بردارنده واژگان، کنایه ها و تمثیل هایی بود که نارضایتی شدید رییس جمهوری  از بهانه جویی ها و تخریب های غیرمنصفانه در مورد گفت و گوهای هسته ای را  آشکار می کرد
تمثیل,برخی نمایندگان مجلس که مواضع و  رویکردهای سیاسی آنان در سال های گذشته مصداق تمثیل «یک بام و دو هوا» بود  نیز با سخنانی از جنس ادبیات همیشگی خود کوشیدند تا همین رویه را دنبال  کنند
خواباندن,آباد تاکید کرد که قانع کردن مردم با پول و یا خواباندن اعتراضات آنها رفتار مناسبی نیست و نشان می‌دهد نظام‌بندی مناسبی در مورد این مسائل وجود ندارد
علفی,گیاهی علفی بوده و بیشتر در نواحی شمال و شرق
جداشدن,3 - برخی‌ دیگر برداشت ایدئولوژیک از وحدت دارند و دلیل‌ جداشدن‌ دانشگاه‌ از حوزه‌ را بنا نشدن علوم‌ دانشگاهی‌، بر بنیان‌ تفکر و ایدئولوژی‌ اسلامی‌ می‌دانند
اوردن,سخنگوی وزارت امور خارجه در مورد مطالب مطرح شده در بیانیه  کمپ دیوید در مورد ایران گفت: جمهوری اسلامی ایران همواره تأکید داشته است  که حل و فصل بحران های جاری در  منطقه  نیازمند اجتناب از روش های نظامی و  روی اوردن به گفتگو و راه حل سیاسی است
مسیله,کد خبر: ۲۵۲۲۶   تاریخ انتشار: ۱۳۹۴/۰۷/۲۲ نمک دارای وضعیت بسیار بحرانی بوده و دشت مسیله شورترین
مسیله,"این دریاچه از غرب به کوه‌های سفید‌آب و سیاه کوه  و منطقه پارک ملی کویر , از شمال و غرب به کویر مسیله و از جنوب به کویر مرنجاب و بند ریگ محدود است"
فتوکپی,در سایر موارد،فتوکپی آن تاییدیه ارائه شود
ضربی,دوره سوم این اثر شامل قطعات ضربی اعم از چهارمضراب و رنگ‌های ابوالحسن صبا موجود در دوره سوم ردیف صبا است که بدیعی ضمن بازنگری مجدد در نت آنها 5 قطعه منتشر ناشده از صبا را با توجه به تحقیقات خویش منتشر و به اجرای آنان پرداخته که قریب به 27 قطعه می‌شود
ضربی,در سبک پرویز یاحقی با کثرت تکنیک و تنوع در استفاده از آنها فراوان برخورد می کنیم: ویبر، مالش و گلیساندوهای گوشنواز و شیرین، استفاده به جا از پوزیسیون های مختلف، اجرای تریل های قدرتمند و سریع با انگشتان دوم و سوم، آرشه پرانی های متناسب با نوع دستگاه و قطعه، نزدیک کردن آرشه به خرک در حین آرشه کشی، استفاده از پیزیکاتو در قطعات ضربی و نهایتا استوار بودن بخش اعظمی از نوازندگی، مانور و خلق ملودی روی سیم های بم که این یکی نقطه عطف و بهتر بگوییم نگین انگشتری سبک یاحقی محسوب می شود، زیرا در گذشته و مشخصا تا قبل از او هیچ کس تا به این حد از سیم های بم استفاده نمی کرد و اساسا قادر به خلق ملودی زیبا و محرک احساس برروی سیم های ۳ و ۴ نبود و در واقع او را می بایست احیا کننده سیم های بم ویولن نامید
کشدار,کند و کشدار وصل می کنند به ظهر ظهر که
سیه,گرفته تا فیلم بازجویی آنها را منتشر کنید تا سیه
اهنگ,لیست کامل اهنگ های مجود در بازیه rock band 3 موضوع: لیست کامل اهنگ های مجود در بازیه rock band 3    لیست کامل اهنگ های مجود در بازیه rock band 3 درود امروز لیست کامل اهنگ های موجود در بازیه  Rock Band 3 اعلام شد
اهنگ,"برخی از اهنگ ها و خواننده های مشهور این در این بازی وجود دارند که عبارت اند از : Queen, James Brown and Queens of the Stone Age لیست کل اهنگ های این بازی در زیر خواهید دید: Amy Winehouse – Rehab Anthrax – Caught In A Mosh At the Drive-In – One Armed Scissor Avenged Sevenfold – Beast and the Harlot B-52′s – Rock Lobster Big Country – In a Big Country Bigger, Something Brighter Blood, Sweat, & Tears – Spinning Wheel Bob Marley & The Wailers – Get Up, Stand Up Chicago – 25 or 6 to 4 David Bowie – Space Oddity Deep Purple – Smoke on the Water Def Leppard – Foolin’ Dio – Rainbow in the Dark Dire Straits – Walk of Life Dover – King George Echo and the Bunnymen – Killing Moon Elton John – Saturday Night’s Alright (For Fighting) Faith No More – Midlife Crisis Filter – Hey Man, Nice Shot Flaming Lips – Yoshimi Battles the Pink Robots Pt"
جاافتادن,از طرفی دیگر جاافتادن اهمیت سلامت دهان و دندان و هزینه برای  پیشگیری توسط مردم است که نکته مهم است، این موضوع باید در سبد هزینه‌های  خانواده سهم سلامت دهان و دندان باید لحاظ شود، سلامت دهان و دندان با  سلامت قلب و عروق، سلامت روانی و سلامت عمومی بدن رابطه تنگاتنگی دارد
درخشیدن,درخشش با تیم باشگاهی و گل مهم عبدالرحمن به نفت تهران که باعث صعود تیمش به مرحله ی بعد شد و درخشیدن در جام ملت های آسیا با امارات و کسب عنوان سومی با این تیم از دلایل کاندید شدن او بوده است
چهارپاره,اکرامی اظهار داشت: بر اساس معاینات و بررسی های صورت گرفته به احتمال فراوان این خرس چندین ماه قبل مورد اصابت گلوله چهارپاره قرار گرفته بود
فراگرفتن,از فراگرفتن چیزی که نمی داند استنکاف ننماید و تصنٌع و صحنه سازی نسبت به چیزی که می داند بکار نبرد
ارام,دریادار سیاری درباره برنامه جدید نیروی دریایی جهت حضور ناوگروه خود در اقیانوس های ارام و اطلس گفت این ماموریت با هدف حضور بیشتر در دریاهای ازاد و نشان دادن اقتدار نظام مقدس جمهوری اسلامی در عرصه دریا  انجام میشود
ترسیدن,کودکان مشاهده می‌کنند که چه چیز باعث احساس شادمانی، ترسیدن، حسادت و غیره در این شخصیت‌ها می‌شود و چگونه این قهرمانان با احساسات خود کنار آمده یا مقابله می‌کنند
اوردن,کد خبر: ۱۶۷۸۹۰   تاریخ انتشار: ۱۳۹۶/۰۴/۱۶ رایزنی برای به دست اوردن سهم 80 درصدی به گفته
سیه,بازیکن سیه چرده خارجی به صدر جدول گلزنان لیگ برتر
خز,به گزارش ایسنا در اواسط دهه ۱۹۶۰ میلادی، سیا با انجام یک عمل جراحی پیچیده بر روی یک بچه گربه و کاشت میکروفون در کانال گوش، فرستنده رادیویی کوچک در قاعده جمجمه و یک سیم نازک آنتن در زیر خز، این حیوان را به یک جاسوس سایبورگ تبدیل کرد
جداشدن,** 700 فیلم در بخش بین الملل جشنواره فیلم جنتی  همچنین در پاسخ به خبرنگار ایرنا درباره دستاوردهای جداشدن بخش بین الملل  فیلم فجر از بخش ملی گفت:  نکته اول اینکه 700 فیلم به بخش بین الملل  جشنواره رسید و ما دستمان برای انتخاب فیلم هایی متناسب با فرهنگ و ارزش  های کشورمان باز خواهد بود
سنجیدن,جلال و شریعتی فقط راه را پیچیده کردند/ ملاصدرا هم غربزده بود * روشنفکری در ایران فقط یک صورت است و چیزی به عنوان روشنفکری در ایران وجود ندارد چون عیاری برای سنجیدن آن وجود ندارد
جداکردن,مرکل ادعا کرد جداکردن تروریست ها از مخالفان میانه روی
علفی,گیاهی علفی‌، دایمی با برگ های ساده و باریک است  گل های آن منظم و منفرد بوده و در ابتدا در غلافی پوشیده‌اند
جداشدن,بعد از ماجراهای جداشدن وست و زمپلا از infinity ward و پیوستن این دو به شرکت رقیب اکتیویژن یعنی electronic arts،اکتیویژن به سرعت ساخت نسخه سوم از سری modern warfareرا تایید کرد
فراش,زنگ تفریح سوم هم نواخته شده بود، اما باز هم زهرا خانم فراش مهربان مدرسه چای های سرد شده را به آبدار خانه برمی گرداند و باز هم دریغ از آموزگاری که خستگی کلاس درس را از تن به در کند
پرکننده,وی دلیل مردود بودن استفاده از این ژل را چنین عنوان می‌کند: ژل پاژ ماده‌ای مصنوعی است و چند سالی از تولید آن برای کشورهای بلوک شرق می‌گذرد که  متاسفانه به عنوان یک پرکننده حجمی و با مقادیر زیاد مورد استفاده قرار می‌گیرد
شتری,عشوه شتری
امدن,امدن   فابیوس با همه ویژگی هایی که می شناسیم و لازم نیست اشاره شود، به معنای   این است که می خواهند گذشته را جبران کنند و نمی خواهند این فضای سنگین در   روابط ما باقی بماند
امدن,البته امدن   فابیوس هم همین معنا را تداعی می کند که آنها هم علاقمند هستند
جداشدن,ضربه‌های پا و فرم‌های که در هوا اجرا می‌کنند و نیاز به جداشدن و فرود آمدن دارد
ایین,این درحالی بود که دیروز چند نفر از وزرای  محترم نطق کرده و مقداری از وقت خود را در اختیار بنده قرار دادند اما  جنابعالی آن را خلاف ایین‌نامه دانستید
خمار,به گزارش خانه کتاب از این پنج نویسنده پر طرفدار ادبیات داستانی ایران، تاکنون پرفروش‌ترین آثار داستانی با تیراژی بسیار فراتر از حد موسوم داستان‌نویسی به اصطلاح جدی در ایران به چاپ رسیده است و مجموع دفعات انتشار سه کتاب بامداد خمار نوشته فتانه حاج سید جوادی (38 چاپ) چراغ‌ها را من خاموش می‌کنم نوشته زویا پیرزاد (22 چاپ) و دالان بهشت نوشته نازی صفوی (22 چاپ) به تنهایی به بیش از 80 بار می‌رسد
خمار,همچنین کتاب‌هایی که بیش‌ترین نوبت چاپ را در سال به خود اختصاص داده‌اند، به این ترتیب هستند: پنج نوبت چاپ در سال: عادت می‌کنیم و چراغ‌ها را من خاموش می‌کنم، چهار نوبت چاپ در سال: سهم من، سه نوبت چاپ در سال: بامداد خمار‌، دالان بهشت، پریچهر، یاسمین، یلدا و شیرین، بیش از دو نوبت چاپ در سال: باغ مارشال، شب سراب، حریم عشق، روی ماه خدا را ببوس و ماندانا
حنبلی,آقایان فاضل و اسحاق که در کتاب از آنها یاد می‌شود، از روحانیان اهل سنت حنبلی مذهب شهر مدینه بودند؛ فاضل در علم حدیث و اسحاق در علوم قرآنی تخصص داشت و از حافظان قرآن بود
تاباندن,وی با بیان اینکه مطبوعات رکن چهارم دموکراسی هستند، اضافه کرد: رسانه ها اگر به وظایف ذاتی خود عمل کنند می توانند با تاباندن نور نظارت، طلایه دار دفاع از حقوق اساسی جامعه و مردم باشند و از سوی دیگر سدی محکم در برابر سوء استفاده های احتمالی از قدرت در چرخه نظام مدیریتی ایجاد کنند
انباشتن,او به صدای وجدانش گوش می کرد و ترجیح می داد به جای انباشتن ثروتش آن را صرف اموری کند که مردم نفعی از آن ببرند
دریده,چرا که آشکار گویی پرده هیبت و ابهت معلم را دریده و موجب جرأت و شهامت شاگرد می‌شود و با لجبازی سعی در تکرار عمل می‌نماید
پیچاندن,کدام کشور در 1+5 شفاف‌تر عمل می‌کند؟ پنجشنبه ۲۶ تير ۱۳۹۳ ساعت ۱۶:۰۰ کد مطلب: 244718   «واقعیت این است که امریکایی‌ها با هر نیت و هدف کوتاه و بلندمدت، اما رفتاری شفاف‌تر و عریان‌تر دارند و آنچه را می‌خواهند بدون پیچاندن در زرورق می‌گویند
پیچاندن,واقعیت این است که امریکایی‌ها با هر نیت و هدف کوتاه و بلندمدت، اما رفتاری شفاف‌تر و عریان‌تر دارند و آنچه را می‌خواهند بدون پیچاندن در زرورق می‌گویند
امدن,از زمان روی کار امدن دولت جدید، فازهای در دست اجرا در پارس جنوبی اولویت بندی شد تا با توجه به کمبود منابع مالی و تجهیزاتی، فازهایی که پیشرفت بیشتری دارند با تمرکز عملیاتی، در مدت زمان کوتاهی به بهره برداری برسند
تمثیل,"صنعتی که از نگاه برخی به تمثیل؛ ""نیست ولی هست یا هست ولی نیست"" همواره در مواقع بروز حوادث ناگوار فرصت ابراز وجود پیدا می کند"
سیه,در لندن سیه نا میلر با پیراهنی از شنل در
خز,در عرض دو سوت همه جوانان خز و خيل از پنجره خانه فرار مي كنند و پليس تا سه صبح در خيابان گلچرخ مي زند
خمار,نمونه‌اش بیت «عبوس زهد به وجه خمار ننشیند/غلام خرقه دردی‌کشان خوشخویم» که «خرقه جایی گرو باده و دفتر جایی» تفسیر آن را مددکار است
مسدس,بسامد وزن مسدس‌، که به مضامین و لحن خودمانی و صمیمی بیش‌تر راه می‌دهد و از قید طمانینه اوزان مثمن بخصوص سالم آزاد است‌، در غزل‌های سعدی محسوسا بالاتر است
بیمزه,"در خلاصه داستان فيلم آمده است: یه عبارت بیمزه هست که میگه ""   آدما يه دفعه تغيير نميكنن ، اين ماييم كه دير به دير نگاشون ميكنيم"
گستردن,زبان؛ ركن هويت ملي پس از انقلاب اسلامي ايران طبق مصوبه مجلس شوراي اسلامي قانون منع استفاده از واژگان بيگانه در دستور كار فرهنگستان قرار گرفت و اهداف بسياري در جهت حفظ قوت و اصالت زبان فارسي به عنوان يكي از اركان هويت ملي ايران، رواج زبان و ادب فارسي و گسترش حوزه قلمرو آن در داخل و خارج از كشور، ايجاد نشاط و بالندگي در زبان فارسي را مدنظر قرار داد تا بدين طريق به وظايف خود كه همان تأسيس واحدهاي واژه سازي و واژه گزيني و سازمان دادن واحدهاي مشابه در مراكز دانشگاهي، نظارت بر واژه سازي و معادل يابي در ترجمه از زبان هاي ديگر به زبان فارسي ، بهره برداري صحيح از زبان هاي محلي (در داخل و خارج از ايران) به منظور تقويت و تجهيز اين زبان و غني ساختن و گستردن دامنه كاربرد آن و غيره مي توان اشاره كرد
دریافتن,از این رو دریافتن آمادگی پذیرش طیف گسترده‌ای از کاربردهایی‌ که زندگی روزمرهٔ ما را بهبود می‌بخشد از سوی مصرف‌کنندگان، بسیار هیجان‌انگیز است
دریافتن,» بر اساس این این گزارش ۱۰ شیوه‌ای که به باور مصرف‌کنندگان سلفی‌ها می‌توانند در پنج سال آینده متحول شوند، به‌شرح زیر است:  ۱- مراودات اجتماعی: سلفی‌گرفتن با دوستانتان برای دریافتن اینکه واقعاً چه فکر می‌کند
جاافتاده,*آیا هویت سیاسی اعضای شورای نگهبان در تصمیمات‌شان تأثیر ندارد؟ آنچه در افکارعمومی جاافتاده این است که اتفاقا در برخی موارد هویت سیاسی اعضای شورا در نوع تصمیمات شان تاثیرگذار است، به عنوان کسی که سالها در این شورا فعالیت کردید چه طور می توانید جامعه را اقناع کنید که تصمیمات اعضای شورای نگهبان مصون از گرایش و افکار سیاسی آنها است؟ بر اساس قانون اساسی اعضای محترم شورای نگهبان اعم از فقهای عادل و آگاه به مسائل روز و حقوقدان های مسلمان در رشته های حقوقی قاعدتا باید برای اظهار نظرهایشان حجت شرعی داشته باشند
واداشتن,تقوا، مواظبت بر نفس و جسم و اعضأ است در دوري از حرامها و مكروه ها و واداشتن نفس و جسم به انجام واجبات و مستحبات است، تا بر پاكي تداوم يابد
جداشدن,گوشی K3 قابلیت‌های زیادی که در گوشی‌های هم‌رده خودش وجود ندارد مثل پشتیبانی از حافظه خارجی و یا باتری قابل جداشدن ۲۱۰۰ میلی‌‌‌آمپری، را در اختیار شما می‌گذارد
دریافتن,این ابزارها به منزله منابع مهمی از دانش به کار می‌روند؛ به‌ویژه از آنجا که جامعه بین‌المللی همچنان در پی دریافتن این امر است که چگونه کار بازسازی با موفقیت بیشتری می‌تواند انجام بگیرد و اینکه چگونه فجایع -چه بزرگ و چه کوچک- در بلند مدت بر کشورها تاثیر می‌گذارند
بالازدن,وی ادامه داد: اینکه مردم احساس کنند خرید کالای قاچاق، گناه است جز با بالازدن آستین رسانه‌ها و تغییر ذائقه مردم امکان پذیر نیست
ساییدن,آن ها مشغول ساییدن کشک هستند یا جمع کردن محصولات کشاورزی و به موازات آن مشغول هزار و یک کار دیگر هستند، مانند بچه داری، ظرفشویی، نظافت منزل، آشپزی و غیره
واداشتن,استفاده بهینه از سپرده‌های مردم در جهت سرمایه‌گذاری تخصصی معمول‌ترین راه‌ برای درآمدزائی در بانک است اما روش دیگر با تحرک واداشتن سرمایه‌های بیرون از بانک است که الان دراختیار بانک نیست ولی بر مبنای اعتماد سیستم تخصصی بانک می‌تواند در جهت سرمایه‌گذاری تجهیز شود
پزو,مي دانيم كه هرچه به اعماق زمين نزديك  مي شويم  دماي زمين افزايش مي يابد به طوريكه در هسته زمين به دماي 5000 درجه سانتي گراد ميرسد و در سيستم زمين گرمايي دماي ذخيره  شده در سنگها و مواد مذاب اعماق زمين به وسيله يك سيال حامل به سطح زمين ميرسد، از زمانهاي قديم مردم از چشمه هاي آب گرم براي درمان بيماريهاي رماتيسمي و پوستي استفاده مي كردند، و يا براي شتسشو و استحمام، پخت و پزو حتي جهت كشاورزي بهره مي بردند
ایین,سیاستهای متناقض مالیاتی و چالشهای قانونی هیئت دولت اخیرا ایین نامه اجرایی ماده 77 قانون مالیاتهای مستقیم را تصویب کرده است
نخودی,کلوس میوه زرشک وحشی جنگلی ترنجبین شیرخشت فرنجمشک مریم نخودی
دراوردن,دیده شدن عزرائیل در آسمان! +تصاویر جوانی با اقدام عجیب خود و به پرواز دراوردن فرشته مرگ، موجب ایجاد رعب و وحشت بسیاری در میان مردم شد! به گزارش شمانیوز: اما در موردی که قصد داریم به آن بپردازیم، خبری از  سرگرمی و تفریح نیست
بلندشدن,پس از اعلام رسمی خبر درگذشت آیت الله هاشمی، فاطمه هاشمی دختر رئیس مجمع تشخیص مصلحت نظام نیز وارد بیمارستان شد، مهدی هاشمی نیز با گرفتن مرخصی از «اوین» آمده بود تا بر بالین پدر حاضر شود و دقایقی بعد فرزند ارشد آیت الله، محسن هاشمی رفسنجانی در حالی که به سرعت بیمارستان را ترک می‌کرد، در گفت‌وگویی کوتاه و شتابزده خبر درگذشت آیت الله را ناموثق و غیرقطعی دانست، اما دقایقی بعد از آن، با بلندشدن صدای شیون جمعی از نزدیکان آیت الله، شواهد حکایت از قطعی شدن خبر درگذشت رئیس مجمع تشخیص مصلحت نظام می‌داد
درخشیدن,9 لیتری V8 ساطع می‌شد که دارای قدرت پیشرانه 400 اسب بخاری و گشتاور 370 پوند بر فوت بود که در زمان خود یکی از گران قیمت ترین خودروها بود و یکی از بهترین راه حل‌ها برای درخشیدن در فیلم‌های جیمز باند بود
